Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,24.6093465
1,2040-2059,24.812397125000004
1,2060-2079,24.877171437500003
1,2080-2099,24.843893875
2,2020-2039,24.219176249999997
2,2040-2059,24.4045015
2,2060-2079,24.507408250000005
2,2080-2099,24.465158937500007
3,2020-2039,24.2231049375
3,2040-2059,24.404201062499997
3,2060-2079,24.491741374999997
3,2080-2099,24.447620687500002
4,2020-2039,24.566754250000002
4,2040-2059,24.796679437499996
4,2060-2079,24.870610437499998
4,2080-2099,24.7974228125
5,2020-2039,25.1752503125
5,2040-2059,25.360705937499997
5,2060-2079,25.435708625
5,2080-2099,25.376186875
6,2020-2039,25.835142187499997
6,2040-2059,25.9987069375
6,2060-2079,26.089027437500004
6,2080-2099,26.008319687500002
7,2020-2039,26.409882187499996
7,2040-2059,26.5816089375
7,2060-2079,26.658788750000003
7,2080-2099,26.582613062500002
8,2020-2039,26.872509749999992
8,2040-2059,27.062040687499994
8,2060-2079,27.130815500000004
8,2080-2099,27.029168
9,2020-2039,27.126316624999998
9,2040-2059,27.2961965625
9,2060-2079,27.363552749999997
9,2080-2099,27.2824041875
10,2020-2039,26.948184874999995
10,2040-2059,27.118028687499997
10,2060-2079,27.170492562499998
10,2080-2099,27.097534624999994
11,2020-2039,26.312648062500003
11,2040-2059,26.491238437499998
11,2060-2079,26.512704250000002
11,2080-2099,26.4584260625
12,2020-2039,25.410929
12,2040-2059,25.5667091875
12,2060-2079,25.638064375000003
12,2080-2099,25.559028875000003
