Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.346928
1,2040-2059,23.529664187500003
1,2060-2079,23.626728562500002
1,2080-2099,23.43913225
2,2020-2039,23.094185625
2,2040-2059,23.325405625
2,2060-2079,23.2809029375
2,2080-2099,23.157568375000004
3,2020-2039,23.365955750000005
3,2040-2059,23.569631625
3,2060-2079,23.6051079375
3,2080-2099,23.54687875
4,2020-2039,24.321284
4,2040-2059,24.499158437500004
4,2060-2079,24.565637562500005
4,2080-2099,24.509227125000002
5,2020-2039,25.460540875000003
5,2040-2059,25.641319562500005
5,2060-2079,25.723444124999997
5,2080-2099,25.6467401875
6,2020-2039,26.450180125
6,2040-2059,26.6368428125
6,2060-2079,26.701322499999996
6,2080-2099,26.664003437500007
7,2020-2039,27.118044687499996
7,2040-2059,27.310025312500002
7,2060-2079,27.337387250000003
7,2080-2099,27.316625874999996
8,2020-2039,27.385152625
8,2040-2059,27.552570062500003
8,2060-2079,27.5892445
8,2080-2099,27.560914750000006
9,2020-2039,27.212942937499996
9,2040-2059,27.3929675625
9,2060-2079,27.427737374999996
9,2080-2099,27.362193000000005
10,2020-2039,26.594319499999997
10,2040-2059,26.792697437500003
10,2060-2079,26.789519625
10,2080-2099,26.7721545625
11,2020-2039,25.48854025
11,2040-2059,25.684903
11,2060-2079,25.7166519375
11,2080-2099,25.6286108125
12,2020-2039,24.274420437499998
12,2040-2059,24.49956875
12,2060-2079,24.4932635
12,2080-2099,24.438907874999998
