Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.255073125000003
1,2040-2059,23.4570454375
1,2060-2079,23.504472749999998
1,2080-2099,23.4682869375
2,2020-2039,23.359599125000003
2,2040-2059,23.563948562499995
2,2060-2079,23.616855750000003
2,2080-2099,23.605308937500006
3,2020-2039,23.278977375
3,2040-2059,23.496655312500003
3,2060-2079,23.533351937499994
3,2080-2099,23.510578875
4,2020-2039,22.553523187499998
4,2040-2059,22.799931125
4,2060-2079,22.833809812500004
4,2080-2099,22.800588687500003
5,2020-2039,21.109842937499998
5,2040-2059,21.3258393125
5,2060-2079,21.412847375000002
5,2080-2099,21.38865556249999
6,2020-2039,19.660616624999996
6,2040-2059,19.916513875
6,2060-2079,20.0006565
6,2080-2099,19.993240687500002
7,2020-2039,19.388166437499997
7,2040-2059,19.6535856875
7,2060-2079,19.707054125
7,2080-2099,19.6502295
8,2020-2039,20.460934562500004
8,2040-2059,20.744519562499995
8,2060-2079,20.7177700625
8,2080-2099,20.75997975
9,2020-2039,22.138702750000004
9,2040-2059,22.396060624999997
9,2060-2079,22.4124325
9,2080-2099,22.406085625
10,2020-2039,23.29079
10,2040-2059,23.54542125
10,2060-2079,23.595398375000006
10,2080-2099,23.566887749999996
11,2020-2039,23.487966062500004
11,2040-2059,23.7092365
11,2060-2079,23.685464124999996
11,2080-2099,23.738058625000004
12,2020-2039,23.2206925625
12,2040-2059,23.44391775
12,2060-2079,23.462246125
12,2080-2099,23.4511308125
