Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,13.592252187500002
1,2040-2059,14.00637375
1,2060-2079,13.868997312500003
1,2080-2099,13.753599343749999
2,2020-2039,15.816871093749999
2,2040-2059,16.10282358125
2,2060-2079,15.9403786875
2,2080-2099,15.886627874999999
3,2020-2039,19.037129062499996
3,2040-2059,19.091909
3,2060-2079,19.297543812500003
3,2080-2099,19.115670062499998
4,2020-2039,22.1104985625
4,2040-2059,22.3208904375
4,2060-2079,22.3548564375
4,2080-2099,22.140424
5,2020-2039,25.007867625000003
5,2040-2059,25.278601687499997
5,2060-2079,25.5103814375
5,2080-2099,25.297387687500002
6,2020-2039,27.544032124999998
6,2040-2059,27.798952874999998
6,2060-2079,27.74455525
6,2080-2099,27.800700874999997
7,2020-2039,28.345475375
7,2040-2059,28.722780999999998
7,2060-2079,28.655956875
7,2080-2099,28.696777375
8,2020-2039,27.9533715
8,2040-2059,28.309262125000007
8,2060-2079,28.2315049375
8,2080-2099,28.2058410625
9,2020-2039,26.585857437500003
9,2040-2059,26.932146874999997
9,2060-2079,26.785879124999997
9,2080-2099,26.825887124999994
10,2020-2039,23.402958187499998
10,2040-2059,23.690694374999996
10,2060-2079,23.625133750000003
10,2080-2099,23.577311312499997
11,2020-2039,18.4092903125
11,2040-2059,18.6130775625
11,2060-2079,18.517078062499998
11,2080-2099,18.521731500000005
12,2020-2039,14.531031556250001
12,2040-2059,14.827364781250001
12,2060-2079,14.68848653125
12,2080-2099,14.525818287500002
