Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,9.396775281250001
1,2040-2059,9.669261749999999
1,2060-2079,9.62253155
1,2080-2099,9.58200320625
2,2020-2039,9.9767167625
2,2040-2059,10.27250126875
2,2060-2079,10.22007176875
2,2080-2099,10.076088
3,2020-2039,11.77478709375
3,2040-2059,12.0842310125
3,2060-2079,12.054749518749999
3,2080-2099,12.0222501375
4,2020-2039,14.507309375000002
4,2040-2059,14.748844656249998
4,2060-2079,14.7952945625
4,2080-2099,14.696693281250003
5,2020-2039,17.7703279375
5,2040-2059,18.0755676875
5,2060-2079,17.9814703125
5,2080-2099,17.955299375000003
6,2020-2039,21.339190562499997
6,2040-2059,21.667939625000002
6,2060-2079,21.696191250000002
6,2080-2099,21.567028062499993
7,2020-2039,24.040736687500004
7,2040-2059,24.296810999999995
7,2060-2079,24.206261500000004
7,2080-2099,24.120132812499996
8,2020-2039,24.726589500000003
8,2040-2059,24.992745875
8,2060-2079,24.9800933125
8,2080-2099,24.8881439375
9,2020-2039,22.8210523125
9,2040-2059,23.130360625000005
9,2060-2079,23.0651869375
9,2080-2099,22.980611437500002
10,2020-2039,19.0750005
10,2040-2059,19.424684875
10,2060-2079,19.226729187500002
10,2080-2099,19.28143875
11,2020-2039,14.480514875
11,2040-2059,14.823318375000001
11,2060-2079,14.638246875
11,2080-2099,14.744521874999997
12,2020-2039,10.80456884375
12,2040-2059,11.090141706249998
12,2060-2079,11.06825501875
12,2080-2099,10.97918501875
