Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,3.80958248125
1,2040-2059,4.08358556875
1,2060-2079,3.94568936875
1,2080-2099,3.9074877750000003
2,2020-2039,5.619137306250001
2,2040-2059,5.966655900000001
2,2060-2079,5.92290834375
2,2080-2099,5.710213756250001
3,2020-2039,9.575758162499998
3,2040-2059,9.820010055
3,2060-2079,9.7816707975
3,2080-2099,9.67976049125
4,2020-2039,14.367687474999999
4,2040-2059,14.610161125
4,2060-2079,14.661033181250001
4,2080-2099,14.438624
5,2020-2039,19.569628937500003
5,2040-2059,19.90938525
5,2060-2079,19.87049925
5,2080-2099,19.82026084375
6,2020-2039,25.282983562500004
6,2040-2059,25.6630584375
6,2060-2079,25.6284260625
6,2080-2099,25.519191062500003
7,2020-2039,28.684149812499996
7,2040-2059,28.973436812499997
7,2060-2079,28.916194125
7,2080-2099,28.9197429375
8,2020-2039,28.379422187500005
8,2040-2059,28.6584604375
8,2060-2079,28.595542562499997
8,2080-2099,28.475180125
9,2020-2039,24.158588999999992
9,2040-2059,24.474483874999997
9,2060-2079,24.4364139375
9,2080-2099,24.3288484375
10,2020-2039,17.2548430625
10,2040-2059,17.721402062499997
10,2060-2079,17.398266
10,2080-2099,17.441795312500002
11,2020-2039,9.970329293750002
11,2040-2059,10.283460337500001
11,2060-2079,10.029280631250002
11,2080-2099,10.1922676375
12,2020-2039,4.89620173125
12,2040-2059,5.2436723999999995
12,2060-2079,5.1526027625
12,2080-2099,5.05667665625
