Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,17.1820200625
1,2040-2059,17.385516999999997
1,2060-2079,17.4272818125
1,2080-2099,17.443659562499995
2,2020-2039,17.0744075625
2,2040-2059,17.276853624999998
2,2060-2079,17.266838687499995
2,2080-2099,17.321180375
3,2020-2039,15.12283210625
3,2040-2059,15.30197796875
3,2060-2079,15.4340053375
3,2080-2099,15.399071712499998
4,2020-2039,11.7302630125
4,2040-2059,11.916987181249999
4,2060-2079,12.006357874999999
4,2080-2099,12.0195505875
5,2020-2039,8.278104610000002
5,2040-2059,8.424306934375002
5,2060-2079,8.573494685
5,2080-2099,8.5468386375
6,2020-2039,5.8523366562499985
6,2040-2059,5.91125303125
6,2060-2079,6.1489414062500005
6,2080-2099,6.02381233125
7,2020-2039,4.984583725
7,2040-2059,5.215251824999999
7,2060-2079,5.293414200000001
7,2080-2099,5.288799924999999
8,2020-2039,6.003755931250001
8,2040-2059,6.136085662499999
8,2060-2079,6.240292275
8,2080-2099,6.20015244375
9,2020-2039,7.906316353125001
9,2040-2059,8.109314940625
9,2060-2079,8.2011955625
9,2080-2099,8.185855621875
10,2020-2039,10.532460812499998
10,2040-2059,10.649319625
10,2060-2079,10.692378968749999
10,2080-2099,10.698330925
11,2020-2039,13.275597393750001
11,2040-2059,13.4480875625
11,2060-2079,13.40472584375
11,2080-2099,13.427153468749998
12,2020-2039,15.7134196875
12,2040-2059,15.890240937499998
12,2060-2079,15.8641936875
12,2080-2099,15.9088304375
