Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,2.2007471549999997
1,2040-2059,2.492073585625
1,2060-2079,2.355693654125
1,2080-2099,2.2590910031249996
2,2020-2039,2.44516566935625
2,2040-2059,2.631059266875
2,2060-2079,2.6748220825
2,2080-2099,2.5384345749999997
3,2020-2039,4.146107675
3,2040-2059,4.47682085
3,2060-2079,4.4510348437500005
3,2080-2099,4.384772831249999
4,2020-2039,7.3969384625
4,2040-2059,7.721079129374999
4,2060-2079,7.648559078125001
4,2080-2099,7.61081608125
5,2020-2039,11.514126937499999
5,2040-2059,11.843780062499999
5,2060-2079,11.81818359375
5,2080-2099,11.746728437500002
6,2020-2039,16.0810621875
6,2040-2059,16.358683562499998
6,2060-2079,16.248924906250004
6,2080-2099,16.332961281250004
7,2020-2039,19.207568375
7,2040-2059,19.5940598125
7,2060-2079,19.464629437500005
7,2080-2099,19.3854556875
8,2020-2039,18.9786465625
8,2040-2059,19.374236625
8,2060-2079,19.3076328125
8,2080-2099,19.269295093750003
9,2020-2039,14.868683656249999
9,2040-2059,15.274143937499998
9,2060-2079,15.113755062500005
9,2080-2099,15.01280578125
10,2020-2039,10.058659918750001
10,2040-2059,10.16515460625
10,2060-2079,10.174201524999999
10,2080-2099,10.127485256249999
11,2020-2039,6.1277623187499985
11,2040-2059,6.314601787500001
11,2060-2079,6.306317450000001
11,2080-2099,6.351985581250001
12,2020-2039,3.6200357625
12,2040-2059,3.7543841787500005
12,2060-2079,3.5771342312499996
12,2080-2099,3.693054443750001
