Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,23.0093705625
1,2040-2059,23.247742999999996
1,2060-2079,23.283517624999998
1,2080-2099,23.20319425
2,2020-2039,22.8947728125
2,2040-2059,23.1529569375
2,2060-2079,23.1503760625
2,2080-2099,23.098132749999998
3,2020-2039,23.229516125
3,2040-2059,23.433286000000003
3,2060-2079,23.498788437500004
3,2080-2099,23.4573326875
4,2020-2039,23.880767500000005
4,2040-2059,24.099026625
4,2060-2079,24.132873875
4,2080-2099,24.090492875000002
5,2020-2039,24.451404000000004
5,2040-2059,24.706153500000003
5,2060-2079,24.771430625
5,2080-2099,24.698664062500004
6,2020-2039,24.67151525
6,2040-2059,24.915313625000003
6,2060-2079,24.953065937499996
6,2080-2099,24.925357374999994
7,2020-2039,24.815484875
7,2040-2059,25.0706271875
7,2060-2079,25.1070148125
7,2080-2099,25.069650999999997
8,2020-2039,25.173562937500005
8,2040-2059,25.399285812500004
8,2060-2079,25.445210499999998
8,2080-2099,25.3789975
9,2020-2039,25.32871675
9,2040-2059,25.5796734375
9,2060-2079,25.598087874999997
9,2080-2099,25.575457749999998
10,2020-2039,25.1625571875
10,2040-2059,25.381675812500006
10,2060-2079,25.390108374999997
10,2080-2099,25.37873425
11,2020-2039,24.5566291875
11,2040-2059,24.786817875
11,2060-2079,24.77257225
11,2080-2099,24.784717750000002
12,2020-2039,23.676070500000005
12,2040-2059,23.924337437499997
12,2060-2079,23.8821224375
12,2080-2099,23.869524937499996
