Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,4.601371721562501
1,2040-2059,5.085063668749999
1,2060-2079,5.57972465
1,2080-2099,5.98624203125
2,2020-2039,5.492768154375001
2,2040-2059,6.20283963125
2,2060-2079,6.61423694375
2,2080-2099,6.9452478937499995
3,2020-2039,8.49987505625
3,2040-2059,9.163898887499998
3,2060-2079,9.55899826875
3,2080-2099,10.021802012499998
4,2020-2039,12.779255593750001
4,2040-2059,13.518127937500001
4,2060-2079,13.69994853125
4,2080-2099,14.424358187500003
5,2020-2039,17.6055536875
5,2040-2059,18.025729000000002
5,2060-2079,18.70654978125
5,2080-2099,19.3148945
6,2020-2039,21.917384124999998
6,2040-2059,22.35588675
6,2060-2079,22.885721437500003
6,2080-2099,23.70197675
7,2020-2039,23.663553125
7,2040-2059,24.493551187500003
7,2060-2079,25.1657745
7,2080-2099,26.252449499999997
8,2020-2039,22.632025875
8,2040-2059,23.496220875
8,2060-2079,24.3055789375
8,2080-2099,25.28804325
9,2020-2039,18.616295750000003
9,2040-2059,19.548380124999998
9,2060-2079,20.176448312500003
9,2080-2099,21.024932562500002
10,2020-2039,13.424028812500001
10,2040-2059,13.872299156250003
10,2060-2079,14.322245062499997
10,2080-2099,15.02690515625
11,2020-2039,8.404181456249999
11,2040-2059,8.889237062500001
11,2060-2079,9.191209187499998
11,2080-2099,9.98422883125
12,2020-2039,5.508795675000001
12,2040-2059,6.19671280625
12,2060-2079,6.57381060625
12,2080-2099,7.2418179812500005
