Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,26.334902312499995
1,2040-2059,26.681457562500004
1,2060-2079,27.277122875000003
1,2080-2099,27.978151
2,2020-2039,28.930201062499997
2,2040-2059,29.357424499999997
2,2060-2079,29.842285625
2,2080-2099,30.4330155625
3,2020-2039,32.1251473125
3,2040-2059,32.704849312499995
3,2060-2079,33.125769437500004
3,2080-2099,33.6990995
4,2020-2039,34.36144624999999
4,2040-2059,34.89885825
4,2060-2079,35.279573687500005
4,2080-2099,36.055207624999994
5,2020-2039,35.89806125
5,2040-2059,36.3472740625
5,2060-2079,36.9370439375
5,2080-2099,37.704878375
6,2020-2039,36.465587125
6,2040-2059,37.018278
6,2060-2079,37.49414543750001
6,2080-2099,38.2902421875
7,2020-2039,34.76248143750001
7,2040-2059,35.27927
7,2060-2079,35.719794625000006
7,2080-2099,36.4374063125
8,2020-2039,33.9274205625
8,2040-2059,34.391923750000004
8,2060-2079,34.7559163125
8,2080-2099,35.359932375
9,2020-2039,33.650158625
9,2040-2059,34.1490331875
9,2060-2079,34.491815562499994
9,2080-2099,35.1002914375
10,2020-2039,31.74410475
10,2040-2059,32.2365659375
10,2060-2079,32.6174115
10,2080-2099,33.2025974375
11,2020-2039,28.644449874999996
11,2040-2059,29.0012575
11,2060-2079,29.419557812500003
11,2080-2099,30.05935725
12,2020-2039,26.237661874999997
12,2040-2059,26.678197687500003
12,2060-2079,27.272990874999998
12,2080-2099,27.742715562499995
