Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,32.933891624999994
1,2040-2059,33.543588375000006
1,2060-2079,33.9379069375
1,2080-2099,34.582345249999996
2,2020-2039,34.843222874999995
2,2040-2059,35.400252249999994
2,2060-2079,35.905037687500005
2,2080-2099,36.5473641875
3,2020-2039,35.86557718750001
3,2040-2059,36.437376
3,2060-2079,36.9524735
3,2080-2099,37.591029
4,2020-2039,34.5160995
4,2040-2059,35.1371675
4,2060-2079,35.6379926875
4,2080-2099,36.1709735
5,2020-2039,32.66847293749999
5,2040-2059,33.128713
5,2060-2079,33.617856125
5,2080-2099,34.26432125
6,2020-2039,31.269239687499997
6,2040-2059,31.8197885625
6,2060-2079,32.327563500000004
6,2080-2099,32.926291750000004
7,2020-2039,30.227487125
7,2040-2059,30.687343187500005
7,2060-2079,31.120746250000003
7,2080-2099,31.772454062499996
8,2020-2039,29.4727900625
8,2040-2059,29.939437125
8,2060-2079,30.37538275
8,2080-2099,30.9927874375
9,2020-2039,30.005725375000004
9,2040-2059,30.393853812499998
9,2060-2079,30.8937318125
9,2080-2099,31.4936899375
10,2020-2039,31.088740812500003
10,2040-2059,31.519604562500003
10,2060-2079,32.011765187499996
10,2080-2099,32.526369875
11,2020-2039,32.23275625
11,2040-2059,32.745642062499996
11,2060-2079,33.220264562500006
11,2080-2099,33.7423650625
12,2020-2039,32.20557143749999
12,2040-2059,32.764587125000006
12,2060-2079,33.2298181875
12,2080-2099,33.7989343125
