Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.3151183125
1,2040-2059,28.678525625
1,2060-2079,29.208049937499993
1,2080-2099,29.9227435625
2,2020-2039,30.5397281875
2,2040-2059,30.993080124999995
2,2060-2079,31.4995713125
2,2080-2099,32.1771433125
3,2020-2039,33.61103175
3,2040-2059,34.111726
3,2060-2079,34.5161571875
3,2080-2099,35.23986587500001
4,2020-2039,35.523166499999995
4,2040-2059,35.98237025
4,2060-2079,36.50736225000001
4,2080-2099,37.16400406249999
5,2020-2039,36.776039312500004
5,2040-2059,37.1927594375
5,2060-2079,37.901229125
5,2080-2099,38.5834610625
6,2020-2039,36.836181499999995
6,2040-2059,37.41292125000001
6,2060-2079,37.971287437499996
6,2080-2099,38.74518456250001
7,2020-2039,35.1752795
7,2040-2059,35.5443511875
7,2060-2079,36.08219106250001
7,2080-2099,36.862695187499995
8,2020-2039,34.2791221875
8,2040-2059,34.6798666875
8,2060-2079,35.11535825
8,2080-2099,35.69722925
9,2020-2039,34.643139375000004
9,2040-2059,35.018229
9,2060-2079,35.453188562499996
9,2080-2099,36.0378909375
10,2020-2039,33.588505062500005
10,2040-2059,34.068678875
10,2060-2079,34.5143244375
10,2080-2099,35.036043812500004
11,2020-2039,30.688390312499997
11,2040-2059,31.1953743125
11,2060-2079,31.686897187499998
11,2080-2099,32.2899545
12,2020-2039,28.301838687499995
12,2040-2059,28.689755249999997
12,2060-2079,29.328368937500006
12,2080-2099,29.891578312500002
