Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,22.636138937499997
1,2040-2059,22.919689312499997
1,2060-2079,23.45764175
1,2080-2099,24.2610993125
2,2020-2039,26.489050749999997
2,2040-2059,26.653128625
2,2060-2079,26.989413250000002
2,2080-2099,27.6081969375
3,2020-2039,31.059411937500002
3,2040-2059,31.2442363125
3,2060-2079,31.698816437500003
3,2080-2099,32.3214515
4,2020-2039,34.161613312499995
4,2040-2059,34.7301668125
4,2060-2079,35.193191750000004
4,2080-2099,35.855203
5,2020-2039,33.312486375
5,2040-2059,34.03949593750001
5,2060-2079,34.553355125
5,2080-2099,35.19759775
6,2020-2039,30.44595425
6,2040-2059,30.8356375625
6,2060-2079,31.5357228125
6,2080-2099,32.215289375
7,2020-2039,29.161837750000004
7,2040-2059,29.564833125000003
7,2060-2079,29.921904499999997
7,2080-2099,30.575170125
8,2020-2039,29.1040001875
8,2040-2059,29.5333865
8,2060-2079,29.820269
8,2080-2099,30.3711651875
9,2020-2039,28.738625812499997
9,2040-2059,29.1786486875
9,2060-2079,29.634320875
9,2080-2099,30.186201625000002
10,2020-2039,27.3160279375
10,2040-2059,27.749005375000003
10,2060-2079,28.301167125
10,2080-2099,28.944072749999993
11,2020-2039,24.891490750000006
11,2040-2059,25.373716875000003
11,2060-2079,25.750628312499995
11,2080-2099,26.345855375
12,2020-2039,22.459829999999997
12,2040-2059,22.769488687500004
12,2060-2079,23.199653125
12,2080-2099,23.914854624999997
