Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,-0.7854218093749997
1,2040-2059,0.26720771750000005
1,2060-2079,0.6941224575
1,2080-2099,1.2004654025
2,2020-2039,0.5175054587500001
2,2040-2059,1.4406552575
2,2060-2079,2.141033563125
2,2080-2099,2.582698025
3,2020-2039,5.47920198375
3,2040-2059,6.252644943750001
3,2060-2079,7.088253581249999
3,2080-2099,7.3848137375
4,2020-2039,12.7983979375
4,2040-2059,13.6073929375
4,2060-2079,13.974721187500002
4,2080-2099,14.5138039375
5,2020-2039,19.8033884375
5,2040-2059,20.193022062500003
5,2060-2079,20.9003978125
5,2080-2099,21.258842125
6,2020-2039,24.4565853125
6,2040-2059,25.167837875000004
6,2060-2079,25.744308
6,2080-2099,26.469293625
7,2020-2039,26.477665249999998
7,2040-2059,27.253599187499994
7,2060-2079,27.749569562500003
7,2080-2099,28.5879985625
8,2020-2039,24.576591312500003
8,2040-2059,25.313837687500005
8,2060-2079,26.132420375000006
8,2080-2099,26.9928864375
9,2020-2039,18.8744034375
9,2040-2059,19.657662124999998
9,2060-2079,20.187572374999995
9,2080-2099,21.1322295
10,2020-2039,11.883833718750001
10,2040-2059,12.451089562499998
10,2060-2079,12.9509505
10,2080-2099,13.832175906249997
11,2020-2039,5.13739685625
11,2040-2059,5.74624519375
11,2060-2079,6.34161845
11,2080-2099,7.0333425875
12,2020-2039,0.8199687156250001
12,2040-2059,2.08836265625
12,2060-2079,2.2554359375
12,2080-2099,3.1818975187499996
