Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,32.5097445625
1,2040-2059,33.013063125
1,2060-2079,33.416852625000004
1,2080-2099,34.092515875000004
2,2020-2039,34.13909687499999
2,2040-2059,34.756793875
2,2060-2079,35.1720355625
2,2080-2099,35.71409775
3,2020-2039,34.132787937500005
3,2040-2059,34.59306775000001
3,2060-2079,35.0140695
3,2080-2099,35.7218655
4,2020-2039,32.178937937499995
4,2040-2059,32.58492950000001
4,2060-2079,33.08577225
4,2080-2099,33.653453250000005
5,2020-2039,30.605520187499998
5,2040-2059,31.0531305625
5,2060-2079,31.620323500000005
5,2080-2099,32.242524
6,2020-2039,29.8286263125
6,2040-2059,30.291762875
6,2060-2079,30.8577496875
6,2080-2099,31.516413062500003
7,2020-2039,29.5895878125
7,2040-2059,30.081521249999998
7,2060-2079,30.5909458125
7,2080-2099,31.302867374999995
8,2020-2039,29.46543875
8,2040-2059,29.94761775
8,2060-2079,30.541877812499994
8,2080-2099,31.175606000000002
9,2020-2039,29.4995170625
9,2040-2059,29.9174301875
9,2060-2079,30.465503625000004
9,2080-2099,31.107552437499997
10,2020-2039,29.564004124999997
10,2040-2059,29.979315624999998
10,2060-2079,30.5567785
10,2080-2099,31.072077874999998
11,2020-2039,30.252578375000002
11,2040-2059,30.652219562499997
11,2060-2079,31.170575499999998
11,2080-2099,31.6907829375
12,2020-2039,31.0182065625
12,2040-2059,31.403705562499997
12,2060-2079,31.911226875
12,2080-2099,32.473527562499996
