Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,26.718338812499997
1,2040-2059,27.0919145625
1,2060-2079,27.519313375
1,2080-2099,27.993143500000002
2,2020-2039,26.838975812500003
2,2040-2059,27.2476925625
2,2060-2079,27.640812874999998
2,2080-2099,28.146096687500002
3,2020-2039,27.421418749999994
3,2040-2059,27.7870258125
3,2060-2079,28.178134187499992
3,2080-2099,28.650514562499996
4,2020-2039,28.0798115
4,2040-2059,28.454832749999998
4,2060-2079,28.852154562499997
4,2080-2099,29.339604125
5,2020-2039,28.639134812500004
5,2040-2059,29.011267249999992
5,2060-2079,29.380508562499998
5,2080-2099,29.85540425
6,2020-2039,29.269312874999997
6,2040-2059,29.6126974375
6,2060-2079,30.013301499999997
6,2080-2099,30.577353187499995
7,2020-2039,29.853978750000003
7,2040-2059,30.2094995625
7,2060-2079,30.619395812500002
7,2080-2099,31.168674437499998
8,2020-2039,29.996858562499998
8,2040-2059,30.387216937499993
8,2060-2079,30.8384096875
8,2080-2099,31.3888841875
9,2020-2039,29.711187374999998
9,2040-2059,30.103238562500003
9,2060-2079,30.542018749999997
9,2080-2099,31.0727774375
10,2020-2039,29.049074
10,2040-2059,29.445673250000002
10,2060-2079,29.890325375
10,2080-2099,30.338769250000002
11,2020-2039,28.179635625
11,2040-2059,28.580497812500003
11,2060-2079,29.051603562499995
11,2080-2099,29.491203562499997
12,2020-2039,27.243739624999996
12,2040-2059,27.630460437500002
12,2060-2079,28.100921437500006
12,2080-2099,28.5802575
