Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,27.161003187500004
1,2040-2059,27.71495640625
1,2060-2079,28.55412840625
1,2080-2099,29.354710375000003
2,2020-2039,27.58621021875
2,2040-2059,28.174546125000003
2,2060-2079,29.0059193125
2,2080-2099,29.7992
3,2020-2039,27.506505750000002
3,2040-2059,28.104236062499993
3,2060-2079,28.974127812500008
3,2080-2099,29.73521646875
4,2020-2039,26.77804475
4,2040-2059,27.404884531249994
4,2060-2079,28.264315250000006
4,2080-2099,29.034544781250005
5,2020-2039,25.51741978125
5,2040-2059,26.04915928125
5,2060-2079,26.908529843750003
5,2080-2099,27.6707764375
6,2020-2039,24.107038281249995
6,2040-2059,24.63148015625
6,2060-2079,25.42148203125
6,2080-2099,26.191757843750004
7,2020-2039,23.0560335625
7,2040-2059,23.586922156249994
7,2060-2079,24.3355808125
7,2080-2099,25.05126471875
8,2020-2039,22.578059999999997
8,2040-2059,23.027816625
8,2060-2079,23.806753
8,2080-2099,24.504313624999998
9,2020-2039,22.6862210625
9,2040-2059,23.138504250000004
9,2060-2079,23.854667343750002
9,2080-2099,24.55069084375
10,2020-2039,23.424638562500007
10,2040-2059,23.896094281250004
10,2060-2079,24.6100871875
10,2080-2099,25.352810093750005
11,2020-2039,24.797052593749996
11,2040-2059,25.268053750000007
11,2060-2079,26.04283721875
11,2080-2099,26.835555156250006
12,2020-2039,26.2091355625
12,2040-2059,26.76256462500001
12,2060-2079,27.61682090625
12,2080-2099,28.404232874999998
