Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,29.703953125
1,2040-2059,30.435472875000006
1,2060-2079,31.185271750000002
1,2080-2099,32.099863375
2,2020-2039,31.311928937499996
2,2040-2059,32.085932625
2,2060-2079,32.9946985
2,2080-2099,33.8811265
3,2020-2039,32.959272250000005
3,2040-2059,33.792526
3,2060-2079,34.71444125000001
3,2080-2099,35.6415671875
4,2020-2039,33.6781556875
4,2040-2059,34.5519671875
4,2060-2079,35.4595821875
4,2080-2099,36.371579
5,2020-2039,33.290589875
5,2040-2059,34.031121625
5,2060-2079,35.0728025625
5,2080-2099,36.048389500000006
6,2020-2039,32.3637431875
6,2040-2059,33.1636423125
6,2060-2079,34.0681651875
6,2080-2099,35.117152375
7,2020-2039,31.421160125000004
7,2040-2059,32.10975525
7,2060-2079,33.07968225
7,2080-2099,33.876524874999994
8,2020-2039,31.599271687499996
8,2040-2059,32.255145625000004
8,2060-2079,33.039771437499994
8,2080-2099,33.868394125
9,2020-2039,31.861082125000006
9,2040-2059,32.523007250000006
9,2060-2079,33.322194312499995
9,2080-2099,34.1163201875
10,2020-2039,30.720564625000005
10,2040-2059,31.3570334375
10,2060-2079,32.1352808125
10,2080-2099,33.0588618125
11,2020-2039,29.512248937499997
11,2040-2059,30.1713460625
11,2060-2079,30.977590687499998
11,2080-2099,31.837084937500002
12,2020-2039,29.1070675625
12,2040-2059,29.6741884375
12,2060-2079,30.449909875
12,2080-2099,31.36978843749999
