Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,30.715453437500003
1,2040-2059,31.672373249999993
1,2060-2079,32.9045986875
1,2080-2099,34.387288062500005
2,2020-2039,30.4935713125
2,2040-2059,31.229345000000002
2,2060-2079,32.6225229375
2,2080-2099,33.6901085
3,2020-2039,29.848089249999997
3,2040-2059,30.838533875
3,2060-2079,32.130685312500006
3,2080-2099,33.374218437500005
4,2020-2039,28.713188687499997
4,2040-2059,29.53909225
4,2060-2079,30.815977187500003
4,2080-2099,32.232104625
5,2020-2039,26.178609375000004
5,2040-2059,27.079283312500003
5,2060-2079,28.344918249999996
5,2080-2099,29.756236625000003
6,2020-2039,23.6430170625
6,2040-2059,24.685846
6,2060-2079,25.9436676875
6,2080-2099,27.151399375000004
7,2020-2039,23.6145611875
7,2040-2059,24.4629230625
7,2060-2079,25.764996125
7,2080-2099,26.960038937500002
8,2020-2039,26.7236340625
8,2040-2059,27.537582562500003
8,2060-2079,28.7118438125
8,2080-2099,29.9652081875
9,2020-2039,31.212045687499998
9,2040-2059,32.11017675
9,2060-2079,33.4766811875
9,2080-2099,34.637680624999994
10,2020-2039,34.031549875
10,2040-2059,35.320980750000004
10,2060-2079,36.6923815
10,2080-2099,38.2221808125
11,2020-2039,32.846385687499996
11,2040-2059,34.3481000625
11,2060-2079,35.9095008125
11,2080-2099,37.8336091875
12,2020-2039,31.2212858125
12,2040-2059,32.1541091875
12,2060-2079,33.829631000000006
12,2080-2099,35.4580063125
