Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,0.36166730124999985
1,2040-2059,1.5192799414375
1,2060-2079,2.9787878289375
1,2080-2099,3.9970148750000005
2,2020-2039,1.4654217637500002
2,2040-2059,2.422674995625
2,2060-2079,3.5455541375
2,2080-2099,4.8012089375
3,2020-2039,5.567149462500001
3,2040-2059,6.445050606249999
3,2060-2079,7.548449756249999
3,2080-2099,8.481024925
4,2020-2039,12.002242
4,2040-2059,13.074658000000001
4,2060-2079,13.933237218749998
4,2080-2099,14.6192690625
5,2020-2039,18.596558625
5,2040-2059,19.33790375
5,2060-2079,20.305957499999998
5,2080-2099,21.082767687500002
6,2020-2039,23.241704000000002
6,2040-2059,24.168953187499998
6,2060-2079,25.5214221875
6,2080-2099,26.521263750000006
7,2020-2039,25.53268725
7,2040-2059,26.51452925
7,2060-2079,27.5020334375
7,2080-2099,28.972579437500002
8,2020-2039,23.7475225625
8,2040-2059,24.763790625000002
8,2060-2079,25.979433375000003
8,2080-2099,27.4619131875
9,2020-2039,18.227493562499998
9,2040-2059,19.535941375
9,2060-2079,20.625114749999998
9,2080-2099,21.667746625000003
10,2020-2039,11.827777781250001
10,2040-2059,12.803191875
10,2060-2079,13.90068846875
10,2080-2099,15.106370062499998
11,2020-2039,6.066872274999999
11,2040-2059,6.90437185625
11,2060-2079,7.96094488125
11,2080-2099,8.924797625
12,2020-2039,2.1617197933749996
12,2040-2059,2.9926870943750004
12,2060-2079,4.342539509374999
12,2080-2099,5.51367976875
