Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,32.2932704375
1,2040-2059,33.549950375
1,2060-2079,34.953782625
1,2080-2099,36.358340875
2,2020-2039,31.986384125
2,2040-2059,32.9461953125
2,2060-2079,34.2807963125
2,2080-2099,35.5552484375
3,2020-2039,31.0208660625
3,2040-2059,32.269325375
3,2060-2079,33.69724637499999
3,2080-2099,35.071904625
4,2020-2039,29.397315749999997
4,2040-2059,30.629962624999997
4,2060-2079,31.969386625
4,2080-2099,33.5098215625
5,2020-2039,26.1584931875
5,2040-2059,27.399837374999997
5,2060-2079,28.793253875
5,2080-2099,30.402394375
6,2020-2039,23.303294937500006
6,2040-2059,24.552194187499996
6,2060-2079,25.975912687499996
6,2080-2099,27.331412625000002
7,2020-2039,23.395406187499997
7,2040-2059,24.417310875
7,2060-2079,25.865576125
7,2080-2099,27.232586250000004
8,2020-2039,26.803011124999998
8,2040-2059,27.974489375
8,2060-2079,29.2411650625
8,2080-2099,30.68329325
9,2020-2039,31.434765437499998
9,2040-2059,32.8483126875
9,2060-2079,34.239649937500005
9,2080-2099,35.7201716875
10,2020-2039,34.34383025
10,2040-2059,35.8732480625
10,2060-2079,37.3321529375
10,2080-2099,38.9780885625
11,2020-2039,33.7907981875
11,2040-2059,35.18972593750001
11,2060-2079,36.764379437500004
11,2080-2099,38.766553
12,2020-2039,32.8915588125
12,2040-2059,34.042120375
12,2060-2079,35.632580312500004
12,2080-2099,37.33923918750001
