Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,31.446580875000006
1,2040-2059,32.4227856875
1,2060-2079,33.571956375
1,2080-2099,34.6600259375
2,2020-2039,32.6210708125
2,2040-2059,33.539702812499996
2,2060-2079,34.697918875
2,2080-2099,35.796262125
3,2020-2039,33.424341875
3,2040-2059,34.42142425
3,2060-2079,35.450784875
3,2080-2099,36.564589250000004
4,2020-2039,33.16825625
4,2040-2059,34.0811838125
4,2060-2079,35.057046562500005
4,2080-2099,36.067406187500005
5,2020-2039,31.5462373125
5,2040-2059,32.449544187499995
5,2060-2079,33.359080125
5,2080-2099,34.463861625
6,2020-2039,30.05185268749999
6,2040-2059,30.9103744375
6,2060-2079,31.900276874999992
6,2080-2099,33.1588788125
7,2020-2039,29.9743725625
7,2040-2059,30.91740375
7,2060-2079,32.0309545
7,2080-2099,33.165944875
8,2020-2039,31.015929187499996
8,2040-2059,31.925699124999998
8,2060-2079,33.0743880625
8,2080-2099,34.2246371875
9,2020-2039,32.0626488125
9,2040-2059,33.020149062499996
9,2060-2079,34.2726615
9,2080-2099,35.5759794375
10,2020-2039,32.101026625
10,2040-2059,33.12604
10,2060-2079,34.3852004375
10,2080-2099,35.7019534375
11,2020-2039,31.392557625
11,2040-2059,32.3904441875
11,2060-2079,33.562463375
11,2080-2099,34.76182475
12,2020-2039,31.025943499999997
12,2040-2059,31.99759525
12,2060-2079,33.09789175
12,2080-2099,34.23876343749999
