Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,28.2074661875
1,2040-2059,28.756736312500003
1,2060-2079,29.439772625000003
1,2080-2099,30.147276062500005
2,2020-2039,28.702208375
2,2040-2059,29.269378125
2,2060-2079,29.9833784375
2,2080-2099,30.7015615
3,2020-2039,28.7211163125
3,2040-2059,29.29735325
3,2060-2079,29.9987524375
3,2080-2099,30.7064035
4,2020-2039,28.170402624999998
4,2040-2059,28.71499612499999
4,2060-2079,29.4814763125
4,2080-2099,30.234461250000003
5,2020-2039,27.059373375000003
5,2040-2059,27.618623125000003
5,2060-2079,28.417660625000007
5,2080-2099,29.118326437500006
6,2020-2039,25.794665625
6,2040-2059,26.335021250000004
6,2060-2079,27.105456937499998
6,2080-2099,27.859960812500002
7,2020-2039,24.8445670625
7,2040-2059,25.381362687499998
7,2060-2079,26.122737062499997
7,2080-2099,26.932388125
8,2020-2039,24.43706475
8,2040-2059,24.998262374999996
8,2060-2079,25.678947375
8,2080-2099,26.459055875
9,2020-2039,24.58789325
9,2040-2059,25.136731375
9,2060-2079,25.83728475
9,2080-2099,26.642534999999995
10,2020-2039,25.256041312500003
10,2040-2059,25.769849625000003
10,2060-2079,26.502757187500002
10,2080-2099,27.280408812500003
11,2020-2039,26.235344125000005
11,2040-2059,26.802247249999997
11,2060-2079,27.463404374999996
11,2080-2099,28.207584625
12,2020-2039,27.341965812500003
12,2040-2059,27.853415124999998
12,2060-2079,28.545222
12,2080-2099,29.25482625
