Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,16.922785625
1,2040-2059,18.25151875
1,2060-2079,19.505155468749997
1,2080-2099,20.78825275
2,2020-2039,19.631220562499998
2,2040-2059,20.789585437499998
2,2060-2079,22.1568334375
2,2080-2099,23.563359937500003
3,2020-2039,24.628061250000002
3,2040-2059,25.866545937499996
3,2060-2079,27.2321005
3,2080-2099,28.631045875
4,2020-2039,30.287678500000002
4,2040-2059,31.607608749999997
4,2060-2079,32.835777125
4,2080-2099,34.072499500000006
5,2020-2039,34.040643062499996
5,2040-2059,35.313835000000005
5,2060-2079,36.426916437500005
5,2080-2099,37.686792249999996
6,2020-2039,33.75660212499999
6,2040-2059,34.9308673125
6,2060-2079,36.2190434375
6,2080-2099,37.3739565
7,2020-2039,30.4910924375
7,2040-2059,31.161939124999996
7,2060-2079,32.3533519375
7,2080-2099,33.14417900000001
8,2020-2039,28.8699835
8,2040-2059,29.592973187500004
8,2060-2079,30.584161375
8,2080-2099,31.5812765625
9,2020-2039,28.165428250000005
9,2040-2059,28.908899937500003
9,2060-2079,30.010343000000002
9,2080-2099,31.125570375000002
10,2020-2039,25.909067687500002
10,2040-2059,26.72549
10,2060-2079,27.884219562500004
10,2080-2099,29.052378312500004
11,2020-2039,21.619660250000003
11,2040-2059,22.641332625
11,2060-2079,23.814632375000002
11,2080-2099,24.879985
12,2020-2039,17.722814937499997
12,2040-2059,18.825390468749998
12,2060-2079,20.129410375
12,2080-2099,21.37679771875
