Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,7.1744541562499995
1,2040-2059,7.859005668749999
1,2060-2079,8.70934263125
1,2080-2099,9.5318043
2,2020-2039,8.16722459375
2,2040-2059,8.756192287500001
2,2060-2079,9.4653181375
2,2080-2099,10.371288443750002
3,2020-2039,10.666492831249998
3,2040-2059,11.321970499999999
3,2060-2079,11.886697999999999
3,2080-2099,12.757159500000002
4,2020-2039,14.209839656249999
4,2040-2059,15.003716875
4,2060-2079,15.65668659375
4,2080-2099,16.58249325
5,2020-2039,18.4412594375
5,2040-2059,19.088016500000002
5,2060-2079,20.258180250000002
5,2080-2099,21.341517374999995
6,2020-2039,22.216605062499998
6,2040-2059,23.3515490625
6,2060-2079,24.585283625
6,2080-2099,25.888901375000003
7,2020-2039,24.474529562500003
7,2040-2059,25.737099125
7,2060-2079,27.1784515625
7,2080-2099,28.73563
8,2020-2039,23.8939933125
8,2040-2059,25.1275114375
8,2060-2079,26.58968975
8,2080-2099,28.1969475625
9,2020-2039,20.22604525
9,2040-2059,21.291515062499997
9,2060-2079,22.7338794375
9,2080-2099,23.930306625
10,2020-2039,15.134935000000004
10,2040-2059,15.883254562500001
10,2060-2079,16.8697460625
10,2080-2099,17.829203437500006
11,2020-2039,10.590375812500001
11,2040-2059,11.101996250000001
11,2060-2079,12.065348187499998
11,2080-2099,12.931338593749999
12,2020-2039,8.059664593749998
12,2040-2059,8.62195546875
12,2060-2079,9.550825187500001
12,2080-2099,10.32205784375
