Month,Year,Monthly Max-Temperature - (Celsius)
1,2020-2039,30.525298249999995
1,2040-2059,31.494646062499992
1,2060-2079,32.505649125000005
1,2080-2099,33.5783495625
2,2020-2039,31.3524510625
2,2040-2059,32.228942875
2,2060-2079,33.24301525
2,2080-2099,34.2298701875
3,2020-2039,31.2408686875
3,2040-2059,32.0369948125
3,2060-2079,33.003158125
3,2080-2099,34.02752112500001
4,2020-2039,30.1759686875
4,2040-2059,30.928014062499997
4,2060-2079,31.93728625
4,2080-2099,32.910711500000005
5,2020-2039,28.852716250000004
5,2040-2059,29.763964750000003
5,2060-2079,30.779684749999994
5,2080-2099,31.8113210625
6,2020-2039,28.3774431875
6,2040-2059,29.190531937500005
6,2060-2079,30.333131187499994
6,2080-2099,31.417351
7,2020-2039,28.899992562500007
7,2040-2059,29.824941562499994
7,2060-2079,31.031294687499997
7,2080-2099,32.028398375
8,2020-2039,29.977754750000006
8,2040-2059,30.875341062499995
8,2060-2079,32.00657731249999
8,2080-2099,33.130250687499995
9,2020-2039,30.3768430625
9,2040-2059,31.303885249999997
9,2060-2079,32.4470263125
9,2080-2099,33.753921687500004
10,2020-2039,30.0583960625
10,2040-2059,31.005143562500002
10,2060-2079,32.207647187499994
10,2080-2099,33.4044765625
11,2020-2039,29.567862
11,2040-2059,30.5894920625
11,2060-2079,31.664088375000002
11,2080-2099,32.82402737500001
12,2020-2039,29.707500999999997
12,2040-2059,30.596968437500006
12,2060-2079,31.6262993125
12,2080-2099,32.7887916875
