Temperature - (Celsius),Year,Statistics,Country,ISO3,Month
13.2748,1901,Average,Chile,CHL,1
12.5292,1901,Average,Chile,CHL,2
11.6138,1901,Average,Chile,CHL,3
9.12797,1901,Average,Chile,CHL,4
6.8727800000000006,1901,Average,Chile,CHL,5
5.9808,1901,Average,Chile,CHL,6
4.37898,1901,Average,Chile,CHL,7
5.33758,1901,Average,Chile,CHL,8
7.33045,1901,Average,Chile,CHL,9
8.855839999999999,1901,Average,Chile,CHL,10
10.3321,1901,Average,Chile,CHL,11
12.3774,1901,Average,Chile,CHL,12
13.0499,1902,Average,Chile,CHL,1
12.2684,1902,Average,Chile,CHL,2
11.3088,1902,Average,Chile,CHL,3
10.0277,1902,Average,Chile,CHL,4
6.898639999999999,1902,Average,Chile,CHL,5
4.78379,1902,Average,Chile,CHL,6
2.89032,1902,Average,Chile,CHL,7
3.4969699999999997,1902,Average,Chile,CHL,8
6.44191,1902,Average,Chile,CHL,9
8.03534,1902,Average,Chile,CHL,10
9.37538,1902,Average,Chile,CHL,11
12.0554,1902,Average,Chile,CHL,12
12.4095,1903,Average,Chile,CHL,1
12.1085,1903,Average,Chile,CHL,2
10.2797,1903,Average,Chile,CHL,3
8.34045,1903,Average,Chile,CHL,4
6.6898100000000005,1903,Average,Chile,CHL,5
4.87796,1903,Average,Chile,CHL,6
4.26885,1903,Average,Chile,CHL,7
4.4035,1903,Average,Chile,CHL,8
7.1877699999999995,1903,Average,Chile,CHL,9
7.8716800000000005,1903,Average,Chile,CHL,10
9.397680000000001,1903,Average,Chile,CHL,11
11.1278,1903,Average,Chile,CHL,12
13.2791,1904,Average,Chile,CHL,1
12.1683,1904,Average,Chile,CHL,2
10.3353,1904,Average,Chile,CHL,3
9.7223,1904,Average,Chile,CHL,4
6.56089,1904,Average,Chile,CHL,5
5.13742,1904,Average,Chile,CHL,6
4.30134,1904,Average,Chile,CHL,7
5.09659,1904,Average,Chile,CHL,8
7.2078,1904,Average,Chile,CHL,9
7.5522100000000005,1904,Average,Chile,CHL,10
9.284419999999999,1904,Average,Chile,CHL,11
11.6406,1904,Average,Chile,CHL,12
13.1693,1905,Average,Chile,CHL,1
12.0523,1905,Average,Chile,CHL,2
11.6155,1905,Average,Chile,CHL,3
8.444180000000001,1905,Average,Chile,CHL,4
5.44911,1905,Average,Chile,CHL,5
4.96842,1905,Average,Chile,CHL,6
3.1819,1905,Average,Chile,CHL,7
4.3399,1905,Average,Chile,CHL,8
6.33783,1905,Average,Chile,CHL,9
7.11235,1905,Average,Chile,CHL,10
9.154819999999999,1905,Average,Chile,CHL,11
10.7035,1905,Average,Chile,CHL,12
12.3264,1906,Average,Chile,CHL,1
12.6898,1906,Average,Chile,CHL,2
11.2641,1906,Average,Chile,CHL,3
8.51207,1906,Average,Chile,CHL,4
5.966,1906,Average,Chile,CHL,5
2.7617,1906,Average,Chile,CHL,6
3.17102,1906,Average,Chile,CHL,7
4.82749,1906,Average,Chile,CHL,8
6.33082,1906,Average,Chile,CHL,9
8.5502,1906,Average,Chile,CHL,10
10.1289,1906,Average,Chile,CHL,11
10.853,1906,Average,Chile,CHL,12
12.4671,1907,Average,Chile,CHL,1
11.9481,1907,Average,Chile,CHL,2
10.5236,1907,Average,Chile,CHL,3
7.726789999999999,1907,Average,Chile,CHL,4
5.3428,1907,Average,Chile,CHL,5
3.01065,1907,Average,Chile,CHL,6
4.14053,1907,Average,Chile,CHL,7
4.08708,1907,Average,Chile,CHL,8
5.417669999999999,1907,Average,Chile,CHL,9
7.374789999999999,1907,Average,Chile,CHL,10
9.75947,1907,Average,Chile,CHL,11
10.4369,1907,Average,Chile,CHL,12
12.607999999999999,1908,Average,Chile,CHL,1
12.6442,1908,Average,Chile,CHL,2
11.3141,1908,Average,Chile,CHL,3
7.05585,1908,Average,Chile,CHL,4
5.85816,1908,Average,Chile,CHL,5
5.2977099999999995,1908,Average,Chile,CHL,6
4.35694,1908,Average,Chile,CHL,7
4.00208,1908,Average,Chile,CHL,8
5.76958,1908,Average,Chile,CHL,9
7.23453,1908,Average,Chile,CHL,10
8.639669999999999,1908,Average,Chile,CHL,11
10.8043,1908,Average,Chile,CHL,12
12.8812,1909,Average,Chile,CHL,1
11.5006,1909,Average,Chile,CHL,2
10.93,1909,Average,Chile,CHL,3
