Temperature - (Celsius),Year,Statistics,Country,ISO3,Month
-4.8959,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,1
-1.4459,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,2
6.1029,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,3
9.19903,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,4
13.3317,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,5
17.377,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,6
20.4163,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,7
19.1775,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,8
16.0405,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,9
11.5317,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,10
3.5957800000000004,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,11
3.6214800000000005,1901,Average,Macedonia (the former Yugoslav Republic of),MKD,12
0.9412799999999999,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,1
3.5731900000000003,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,2
3.89885,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,3
8.88296,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,4
11.0059,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,5
16.4153,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,6
19.4896,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,7
20.4615,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,8
16.6336,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,9
11.5349,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,10
2.20907,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,11
-2.8423,1902,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-1.1007,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,1
1.97595,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,2
5.84429,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,3
7.27968,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,4
13.6025,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,5
15.9286,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,6
19.1308,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,7
19.6246,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,8
16.5171,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,9
11.4008,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,10
5.810969999999999,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,11
2.7724599999999997,1903,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-1.8226,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,1
3.75596,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,2
4.3662,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,3
9.37733,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,4
13.8775,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,5
17.6596,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,6
21.0379,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,7
20.1824,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,8
14.9014,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,9
11.237,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,10
2.59654,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,11
0.33507,1904,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-5.0522,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,1
-1.4911,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,2
4.54953,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,3
8.17009,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,4
14.12,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,5
17.2402,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,6
21.1913,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,7
21.5689,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,8
18.0842,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,9
8.21368,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,10
7.95222,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,11
0.97296,1905,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-1.4546,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,1
0.80608,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,2
5.30631,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,3
9.53381,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,4
13.4326,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,5
16.6111,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,6
20.2417,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,7
19.1278,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,8
14.9032,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,9
10.3053,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,10
7.01629,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,11
-0.3764,1906,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-3.2485,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,1
-2.2748,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,2
0.29131,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,3
6.95235,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,4
16.1887,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,5
17.5971,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,6
19.486,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,7
20.0917,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,8
15.9182,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,9
14.4256,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,10
4.5512,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,11
2.46123,1907,Average,Macedonia (the former Yugoslav Republic of),MKD,12
-2.4193,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,1
0.48851000000000006,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,2
3.8824,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,3
7.9899,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,4
16.6639,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,5
18.9516,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,6
19.742,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,7
19.5372,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,8
14.9889,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,9
9.54993,1908,Average,Macedonia (the former Yugoslav Republic of),MKD,10
