Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,2.372745428125
1,2040-2059,2.7535046937500005
1,2060-2079,3.1474473612500002
1,2080-2099,3.2122743199999997
2,2020-2039,2.9392206
2,2040-2059,3.3492482937500005
2,2060-2079,3.5104755718750003
2,2080-2099,3.7782915562499997
3,2020-2039,5.2713357062499995
3,2040-2059,5.57538330625
3,2060-2079,5.790463237500002
3,2080-2099,5.805892093750001
4,2020-2039,8.820979037499999
4,2040-2059,9.118982362499999
4,2060-2079,9.29152076875
4,2080-2099,9.5400672875
5,2020-2039,13.177657187500001
5,2040-2059,13.7032965
5,2060-2079,13.924497
5,2080-2099,13.8660718125
6,2020-2039,17.068243125000002
6,2040-2059,17.8702149375
6,2060-2079,18.2458545
6,2080-2099,18.143046375
7,2020-2039,19.307217062499998
7,2040-2059,19.785201937500005
7,2060-2079,20.317698375
7,2080-2099,20.417153937499997
8,2020-2039,18.367662
8,2040-2059,18.920278812499998
8,2060-2079,19.442657499999996
8,2080-2099,19.464213375
9,2020-2039,14.605678531250003
9,2040-2059,14.98662871875
9,2060-2079,15.554914624999999
9,2080-2099,15.85055275
10,2020-2039,10.120926875
10,2040-2059,10.6102860625
10,2060-2079,10.68941321875
10,2080-2099,11.1690575625
11,2020-2039,6.1177508437500006
11,2040-2059,6.5224201375
11,2060-2079,6.8423473687500005
11,2080-2099,6.970270406250001
12,2020-2039,3.4708893874999998
12,2040-2059,3.90461531875
12,2060-2079,4.304139031250001
12,2080-2099,4.38388990625
