Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,9.955597606249999
1,2040-2059,10.488603399999999
1,2060-2079,11.12928585
1,2080-2099,11.37298449375
2,2020-2039,12.15634146875
2,2040-2059,12.804020312500002
2,2060-2079,13.342555593750001
2,2080-2099,13.629886500000001
3,2020-2039,16.8677416875
3,2040-2059,17.55809278125
3,2060-2079,17.912717375
3,2080-2099,18.2173949375
4,2020-2039,22.32063475
4,2040-2059,22.989695500000003
4,2060-2079,23.4122429375
4,2080-2099,23.670489187499996
5,2020-2039,26.5372929375
5,2040-2059,27.007121249999997
5,2060-2079,27.472860125
5,2080-2099,27.6951943125
6,2020-2039,27.685670374999997
6,2040-2059,28.132895999999995
6,2060-2079,28.619038687499994
6,2080-2099,28.9701289375
7,2020-2039,25.968919625000005
7,2040-2059,26.3032955625
7,2060-2079,26.791259874999998
7,2080-2099,26.906762937499998
8,2020-2039,24.5268431875
8,2040-2059,24.886157375
8,2060-2079,25.3465236875
8,2080-2099,25.616644750000003
9,2020-2039,23.284853937500003
9,2040-2059,23.731665250000006
9,2060-2079,24.192627187500005
9,2080-2099,24.394159625
10,2020-2039,19.891633093750002
10,2040-2059,20.379233875
10,2060-2079,20.8938084375
10,2080-2099,21.0241171875
11,2020-2039,15.030041718749999
11,2040-2059,15.535007749999998
11,2060-2079,16.08553284375
11,2080-2099,16.341647624999997
12,2020-2039,10.926424956249999
12,2040-2059,11.63873461875
12,2060-2079,12.1269435625
12,2080-2099,12.46971353125
