Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,20.236988937499998
1,2040-2059,20.7224469375
1,2060-2079,21.162025812499998
1,2080-2099,21.388015749999997
2,2020-2039,22.94263125
2,2040-2059,23.542806062499995
2,2060-2079,23.779910812500002
2,2080-2099,24.084014
3,2020-2039,26.475309375
3,2040-2059,27.143474187499997
3,2060-2079,27.7158886875
3,2080-2099,27.967925187499997
4,2020-2039,29.821169375000004
4,2040-2059,30.556220625000005
4,2060-2079,31.069342062500002
4,2080-2099,31.265400000000003
5,2020-2039,32.6419969375
5,2040-2059,33.280132062499995
5,2060-2079,33.671307
5,2080-2099,33.981278249999995
6,2020-2039,34.387136812499996
6,2040-2059,35.1333558125
6,2060-2079,35.509443999999995
6,2080-2099,35.781817625
7,2020-2039,34.9982679375
7,2040-2059,35.521336375
7,2060-2079,36.01155475
7,2080-2099,36.29634925
8,2020-2039,34.210150375000005
8,2040-2059,34.7644183125
8,2060-2079,35.178278062500006
8,2080-2099,35.438965312499995
9,2020-2039,32.772941375
9,2040-2059,33.246018937500004
9,2060-2079,33.723059562500005
9,2080-2099,33.9398169375
10,2020-2039,29.814036187500005
10,2040-2059,30.410120625000005
10,2060-2079,30.8647815
10,2080-2099,31.135141375
11,2020-2039,24.900166250000005
11,2040-2059,25.4686001875
11,2060-2079,25.900313
11,2080-2099,26.094415374999997
12,2020-2039,20.805984437499998
12,2040-2059,21.393360875
12,2060-2079,21.815092374999995
12,2080-2099,21.896731000000003
