Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-7.546776656250001
1,2040-2059,-6.84941406875
1,2060-2079,-6.271869056250001
1,2080-2099,-6.01723175625
2,2020-2039,-4.8405896125
2,2040-2059,-4.02875753125
2,2060-2079,-3.636914125
2,2080-2099,-3.3478195937500006
3,2020-2039,0.968889930375
3,2040-2059,1.736877601875
3,2060-2079,2.0439331375000003
3,2080-2099,2.3472574331250007
4,2020-2039,7.53364936875
4,2040-2059,8.285270793749998
4,2060-2079,8.612451487500003
4,2080-2099,8.81399984375
5,2020-2039,13.258340500000001
5,2040-2059,13.956698687499998
5,2060-2079,14.384978187500002
5,2080-2099,14.559899937500003
6,2020-2039,17.81359775
6,2040-2059,18.5057198125
6,2060-2079,18.955033625000002
6,2080-2099,19.098820375
7,2020-2039,20.241437249999997
7,2040-2059,20.88965575
7,2060-2079,21.3880185625
7,2080-2099,21.537457625000002
8,2020-2039,19.204798249999996
8,2040-2059,19.863943374999998
8,2060-2079,20.402301499999997
8,2080-2099,20.5137003125
9,2020-2039,14.33128421875
9,2040-2059,15.0536946875
9,2060-2079,15.626497718749999
9,2080-2099,15.7609656875
10,2020-2039,7.5054367125
10,2040-2059,8.18973418125
10,2060-2079,8.55854114375
10,2080-2099,8.7987290375
11,2020-2039,0.22523764500000004
11,2040-2059,0.8776572131250001
11,2060-2079,1.35149102
11,2080-2099,1.578221325625
12,2020-2039,-5.693396462500001
12,2040-2059,-4.8792870125
12,2060-2079,-4.463319256249999
12,2080-2099,-4.2115436125
