Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,25.675034187500007
1,2040-2059,26.097459875
1,2060-2079,26.474709750000002
1,2080-2099,26.579754500000004
2,2020-2039,26.0337693125
2,2040-2059,26.449465375000006
2,2060-2079,26.850956749999995
2,2080-2099,26.9361219375
3,2020-2039,26.616957875
3,2040-2059,26.977342
3,2060-2079,27.410897312500005
3,2080-2099,27.558081624999996
4,2020-2039,26.785920750000002
4,2040-2059,27.215377875
4,2060-2079,27.567254874999996
4,2080-2099,27.707251687499994
5,2020-2039,26.321738875
5,2040-2059,26.749680499999997
5,2060-2079,27.0987196875
5,2080-2099,27.220707437500003
6,2020-2039,25.977884125000003
6,2040-2059,26.3690456875
6,2060-2079,26.750884312500002
6,2080-2099,26.890363312499993
7,2020-2039,26.4472890625
7,2040-2059,26.8754384375
7,2060-2079,27.347761124999995
7,2080-2099,27.428004874999996
8,2020-2039,27.174127312499998
8,2040-2059,27.617219249999994
8,2060-2079,28.092048124999998
8,2080-2099,28.2054871875
9,2020-2039,27.656063562499998
9,2040-2059,28.108366
9,2060-2079,28.5335235625
9,2080-2099,28.675676749999997
10,2020-2039,27.799038000000003
10,2040-2059,28.280343062500002
10,2060-2079,28.6404063125
10,2080-2099,28.816414625000004
11,2020-2039,27.2811500625
11,2040-2059,27.739606375000005
11,2060-2079,28.130851374999995
11,2080-2099,28.296413812500006
12,2020-2039,26.108831125
12,2040-2059,26.546458125
12,2060-2079,26.946132062500002
12,2080-2099,27.027647124999998
