Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,24.766828250000003
1,2040-2059,25.157262250000006
1,2060-2079,25.37504275
1,2080-2099,25.545192250000007
2,2020-2039,24.422155875
2,2040-2059,24.8002469375
2,2060-2079,25.033447437499998
2,2080-2099,25.163563437500006
3,2020-2039,24.404263500000003
3,2040-2059,24.777014375
3,2060-2079,25.0318994375
3,2080-2099,25.197410312499997
4,2020-2039,24.753531812499997
4,2040-2059,25.114843437500003
4,2060-2079,25.408127750000002
4,2080-2099,25.548412
5,2020-2039,25.3465849375
5,2040-2059,25.6899390625
5,2060-2079,25.992528687500005
5,2080-2099,26.140684437500003
6,2020-2039,26.029357562499996
6,2040-2059,26.3789145
6,2060-2079,26.661882937500003
6,2080-2099,26.815322
7,2020-2039,26.6480938125
7,2040-2059,27.013347062500007
7,2060-2079,27.2679511875
7,2080-2099,27.4257535625
8,2020-2039,27.12615925
8,2040-2059,27.497070937500002
8,2060-2079,27.746898687499996
8,2080-2099,27.904659062500006
9,2020-2039,27.312062375
9,2040-2059,27.68185275
9,2060-2079,27.964014874999997
9,2080-2099,28.104550062500003
10,2020-2039,27.083058312499997
10,2040-2059,27.46584425
10,2060-2079,27.731964875000003
10,2080-2099,27.867373124999997
11,2020-2039,26.404692000000004
11,2040-2059,26.802711375
11,2060-2079,27.056643062500005
11,2080-2099,27.1803906875
12,2020-2039,25.518170312500004
12,2040-2059,25.901909437500002
12,2060-2079,26.137211062499997
12,2080-2099,26.301421062499998
