Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-6.113307460250001
1,2040-2059,-5.42120251
1,2060-2079,-4.980767833749999
1,2080-2099,-5.007281462500001
2,2020-2039,-5.971531194999999
2,2040-2059,-5.60872303875
2,2060-2079,-5.006222477500001
2,2080-2099,-4.922964506249999
3,2020-2039,-3.408161355000001
3,2040-2059,-3.2232948062499993
3,2060-2079,-2.8224315474374992
3,2080-2099,-2.9458814156249997
4,2020-2039,0.571178153125
4,2040-2059,0.8450815637499999
4,2060-2079,1.1832140677499998
4,2080-2099,1.308893854375
5,2020-2039,5.932757725
5,2040-2059,6.279907506250001
5,2060-2079,6.634960331249999
5,2080-2099,6.6162852
6,2020-2039,10.6881695
6,2040-2059,11.28091790625
6,2060-2079,11.604155000000002
6,2080-2099,11.695635812499999
7,2020-2039,13.08480775
7,2040-2059,13.5591764375
7,2060-2079,13.850281875
7,2080-2099,14.158088906249999
8,2020-2039,11.739004018750002
8,2040-2059,12.142821312499999
8,2060-2079,12.44181428125
8,2080-2099,12.68136325
9,2020-2039,7.884063831250001
9,2040-2059,8.3417524625
9,2060-2079,8.573079343749999
9,2080-2099,8.8558196375
10,2020-2039,3.49884895625
10,2040-2059,3.87869341875
10,2060-2079,4.176833193749999
10,2080-2099,4.420675725
11,2020-2039,-1.0388461212499998
11,2040-2059,-0.5341681043750001
11,2060-2079,0.004595151624999953
11,2080-2099,0.008091875000000137
12,2020-2039,-4.430469821875
12,2040-2059,-3.6894283687500002
12,2060-2079,-3.2576500718749997
12,2080-2099,-3.099527210624999
