Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,18.428850875000002
1,2040-2059,18.927751625
1,2060-2079,19.511488687499998
1,2080-2099,19.768404312500003
2,2020-2039,20.849555374999998
2,2040-2059,21.4491013125
2,2060-2079,21.9194019375
2,2080-2099,22.203414812499997
3,2020-2039,25.2292091875
3,2040-2059,25.866656437499994
3,2060-2079,26.192368562499997
3,2080-2099,26.468710749999996
4,2020-2039,29.557912187499998
4,2040-2059,30.1712360625
4,2060-2079,30.581273375
4,2080-2099,30.827883375000003
5,2020-2039,32.20703625000001
5,2040-2059,32.7218825625
5,2060-2079,33.157763625
5,2080-2099,33.34710575
6,2020-2039,31.717585624999998
6,2040-2059,32.192957125
6,2060-2079,32.6451209375
6,2080-2099,32.96091125
7,2020-2039,29.540570125000002
7,2040-2059,29.930059125
7,2060-2079,30.350249125
7,2080-2099,30.4884486875
8,2020-2039,28.455553874999996
8,2040-2059,28.8912265625
8,2060-2079,29.262117375
8,2080-2099,29.4183919375
9,2020-2039,28.15521125
9,2040-2059,28.567715062499996
9,2060-2079,28.986680374999995
9,2080-2099,29.161875187500005
10,2020-2039,26.331789
10,2040-2059,26.7762243125
10,2060-2079,27.19972775
10,2080-2099,27.410438875
11,2020-2039,22.619123812500003
11,2040-2059,23.086022875
11,2060-2079,23.569805937499996
11,2080-2099,23.861980125
12,2020-2039,19.02841675
12,2040-2059,19.6555924375
12,2060-2079,20.174282625
12,2080-2099,20.4359715
