Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,24.837645812500003
1,2040-2059,25.22696175
1,2060-2079,25.446161749999998
1,2080-2099,25.617279812499994
2,2020-2039,24.497929875
2,2040-2059,24.8794749375
2,2060-2079,25.113628687500004
2,2080-2099,25.240892062499995
3,2020-2039,24.495148375
3,2040-2059,24.868629125000002
3,2060-2079,25.1216871875
3,2080-2099,25.286154625
4,2020-2039,24.849846875
4,2040-2059,25.216712249999997
4,2060-2079,25.500772937500003
4,2080-2099,25.642998562499997
5,2020-2039,25.4194736875
5,2040-2059,25.773126062500005
5,2060-2079,26.0668565
5,2080-2099,26.212975500000006
6,2020-2039,26.0792126875
6,2040-2059,26.4340498125
6,2060-2079,26.713361375
6,2080-2099,26.858472062499995
7,2020-2039,26.673202250000003
7,2040-2059,27.044335124999996
7,2060-2079,27.2981386875
7,2080-2099,27.450866562499996
8,2020-2039,27.147964437499997
8,2040-2059,27.526582812500003
8,2060-2079,27.7751590625
8,2080-2099,27.928453812500003
9,2020-2039,27.348649062499998
9,2040-2059,27.7239075
9,2060-2079,28.004218124999998
9,2080-2099,28.140863750000005
10,2020-2039,27.133909375
10,2040-2059,27.520289875000003
10,2060-2079,27.78724075
10,2080-2099,27.919986875
11,2020-2039,26.466233
11,2040-2059,26.870054062500003
11,2060-2079,27.118663125000005
11,2080-2099,27.238400749999997
12,2020-2039,25.5835648125
12,2040-2059,25.965644
12,2060-2079,26.195617500000004
12,2080-2099,26.363238687499997
