Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,24.44505275
1,2040-2059,25.018259125
1,2060-2079,25.820567000000004
1,2080-2099,26.605142374999996
2,2020-2039,24.3081393125
2,2040-2059,24.895126875
2,2060-2079,25.6664884375
2,2080-2099,26.4039276875
3,2020-2039,24.6001080625
3,2040-2059,25.188303187500004
3,2060-2079,25.9489965
3,2080-2099,26.690590812499998
4,2020-2039,25.088409374999994
4,2040-2059,25.7012799375
4,2060-2079,26.496275687500006
4,2080-2099,27.214219500000002
5,2020-2039,25.5799961875
5,2040-2059,26.1714315
5,2060-2079,26.950981062500006
5,2080-2099,27.686086
6,2020-2039,25.941679374999993
6,2040-2059,26.5446129375
6,2060-2079,27.3468649375
6,2080-2099,28.099777187500003
7,2020-2039,26.298660499999993
7,2040-2059,26.959538812499996
7,2060-2079,27.819011749999998
7,2080-2099,28.607020249999998
8,2020-2039,26.694121750000004
8,2040-2059,27.367124187499996
8,2060-2079,28.229140937500002
8,2080-2099,29.0365935
9,2020-2039,26.766132437499994
9,2040-2059,27.441934312499995
9,2060-2079,28.296305437500003
9,2080-2099,29.106597125
10,2020-2039,26.477159125
10,2040-2059,27.1307735
10,2060-2079,27.978713437500005
10,2080-2099,28.798928812499998
11,2020-2039,25.959086812499997
11,2040-2059,26.613107375
11,2060-2079,27.425750125
11,2080-2099,28.257663812500002
12,2020-2039,25.125791375
12,2040-2059,25.740237750000002
12,2060-2079,26.527293687500002
12,2080-2099,27.324880874999998
