Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,20.771149437499997
1,2040-2059,21.590430375
1,2060-2079,22.5028454375
1,2080-2099,23.446069374999997
2,2020-2039,21.050180124999997
2,2040-2059,21.8206506875
2,2060-2079,22.7581653125
2,2080-2099,23.64335125
3,2020-2039,21.24500325
3,2040-2059,21.9876415
3,2060-2079,22.8810013125
3,2080-2099,23.798831125000003
4,2020-2039,21.176883
4,2040-2059,21.925984875
4,2060-2079,22.8424061875
4,2080-2099,23.783810875
5,2020-2039,20.630402
5,2040-2059,21.464205812499998
5,2060-2079,22.455573375
5,2080-2099,23.401697124999995
6,2020-2039,19.7310704375
6,2040-2059,20.546977562500004
6,2060-2079,21.656024312499994
6,2080-2099,22.691345500000004
7,2020-2039,19.395655875
7,2040-2059,20.271869437499998
7,2060-2079,21.385197312499997
7,2080-2099,22.433138250000003
8,2020-2039,19.939825
8,2040-2059,20.819930874999997
8,2060-2079,21.8619730625
8,2080-2099,22.9590029375
9,2020-2039,20.6177000625
9,2040-2059,21.4739395625
9,2060-2079,22.499497437499997
9,2080-2099,23.5489503125
10,2020-2039,20.826423875000003
10,2040-2059,21.658227187500003
10,2060-2079,22.660297062500003
10,2080-2099,23.6278625625
11,2020-2039,20.815925312500003
11,2040-2059,21.601670812500004
11,2060-2079,22.557126187499996
11,2080-2099,23.508065625
12,2020-2039,20.767564375
12,2040-2059,21.57726525
12,2060-2079,22.476692749999998
12,2080-2099,23.42043187499999
