Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,7.916926525
1,2040-2059,8.49419856875
1,2060-2079,9.1344280875
1,2080-2099,9.81169409375
2,2020-2039,8.011131668750002
2,2040-2059,8.512814731250002
2,2060-2079,9.16281120625
2,2080-2099,10.007841587500002
3,2020-2039,8.899610625000001
3,2040-2059,9.352872312499999
3,2060-2079,10.21702625
3,2080-2099,10.943573268749999
4,2020-2039,10.227294906250002
4,2040-2059,10.86186066875
4,2060-2079,11.719277374999999
4,2080-2099,12.667398937500002
5,2020-2039,12.814279062499997
5,2040-2059,13.44225223125
5,2060-2079,14.565473593749998
5,2080-2099,15.75026325
6,2020-2039,16.30810175
6,2040-2059,17.3256059375
6,2060-2079,18.4582474375
6,2080-2099,19.77277525
7,2020-2039,19.223341124999997
7,2040-2059,20.37753578125
7,2060-2079,21.654720749999996
7,2080-2099,22.9673565
8,2020-2039,19.743855687499998
8,2040-2059,20.744208999999998
8,2060-2079,22.0507205
8,2080-2099,23.2791525625
9,2020-2039,17.457173875000002
9,2040-2059,18.479569312499997
9,2060-2079,19.818759562500002
9,2080-2099,21.253558124999998
10,2020-2039,13.69657484375
10,2040-2059,14.522406875
10,2060-2079,15.460398249999999
10,2080-2099,16.712481687500002
11,2020-2039,10.567638824999998
11,2040-2059,11.14976971875
11,2060-2079,12.025702281250002
11,2080-2099,12.9934583125
12,2020-2039,8.832197375
12,2040-2059,9.426702749999999
12,2060-2079,10.149578743750002
12,2080-2099,10.809149456250003
