Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,-8.88764801875
1,2040-2059,-7.19234612125
1,2060-2079,-5.440829770000001
1,2080-2099,-4.144026162499999
2,2020-2039,-8.801621800000001
2,2040-2059,-7.450604278125001
2,2060-2079,-5.898877993875
2,2080-2099,-4.51189124125
3,2020-2039,-6.270269996249999
3,2040-2059,-5.22882406125
3,2060-2079,-3.840231909375
3,2080-2099,-2.6790746875
4,2020-2039,-1.7298872043749998
4,2040-2059,-0.6359227837500001
4,2060-2079,0.39448383312499996
4,2080-2099,1.5801072510625003
5,2020-2039,3.873405288437501
5,2040-2059,4.7379371937500006
5,2060-2079,5.7114671125
5,2080-2099,6.690766375000001
6,2020-2039,9.036364437500001
6,2040-2059,9.864617331250003
6,2060-2079,10.890131
6,2080-2099,12.043475306250002
7,2020-2039,11.775088718749998
7,2040-2059,12.61414334375
7,2060-2079,13.530277062500002
7,2080-2099,14.717243656250002
8,2020-2039,10.45292474375
8,2040-2059,11.31589941875
8,2060-2079,12.469567531250002
8,2080-2099,13.595193562500002
9,2020-2039,6.558494937500001
9,2040-2059,7.561786700000001
9,2060-2079,8.567179168749998
9,2080-2099,9.671927168749999
10,2020-2039,2.4026054875000002
10,2040-2059,3.2896603812500005
10,2060-2079,4.2989086062499995
10,2080-2099,5.480065380000001
11,2020-2039,-2.04623988125
11,2040-2059,-1.1784256343749997
11,2060-2079,-0.004445663562499848
11,2080-2099,1.2455502724999998
12,2020-2039,-6.42569335275
12,2040-2059,-4.91148384375
12,2060-2079,-3.604305004375
12,2080-2099,-1.99363769125
