Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,11.230995975
1,2040-2059,11.88980796875
1,2060-2079,12.708381343750002
1,2080-2099,13.7425350625
2,2020-2039,11.8586362875
2,2040-2059,12.624988468749999
2,2060-2079,13.517124156249999
2,2080-2099,14.37639526875
3,2020-2039,13.4076655
3,2040-2059,14.248017562500001
3,2060-2079,15.160643375
3,2080-2099,16.200482906250002
4,2020-2039,16.061501125
4,2040-2059,16.953047
4,2060-2079,17.9335351875
4,2080-2099,18.970034187499998
5,2020-2039,18.679540625
5,2040-2059,19.58100625
5,2060-2079,20.658621874999998
5,2080-2099,21.756672999999996
6,2020-2039,20.770139812500002
6,2040-2059,21.65576175
6,2060-2079,22.750234499999998
6,2080-2099,23.788292000000002
7,2020-2039,21.704582875
7,2040-2059,22.517159749999994
7,2060-2079,23.691009125
7,2080-2099,24.74512075
8,2020-2039,21.710108437499997
8,2040-2059,22.567030437499998
8,2060-2079,23.725025187500002
8,2080-2099,24.724913125
9,2020-2039,20.670616
9,2040-2059,21.544170187499997
9,2060-2079,22.663050124999998
9,2080-2099,23.7028670625
10,2020-2039,17.9364325625
10,2040-2059,18.764270624999998
10,2060-2079,19.807690625
10,2080-2099,20.977295875000003
11,2020-2039,14.647970312500002
11,2040-2059,15.426981875
11,2060-2079,16.516431500000003
11,2080-2099,17.4966466875
12,2020-2039,12.06714953125
12,2040-2059,12.736418950000001
12,2060-2079,13.772712656249999
12,2080-2099,14.62413655
