Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,27.518920562500004
1,2040-2059,28.1774568125
1,2060-2079,28.92993425
1,2080-2099,29.695210125
2,2020-2039,27.331413250000004
2,2040-2059,27.9740463125
2,2060-2079,28.744545687500004
2,2080-2099,29.530005749999994
3,2020-2039,27.419675125
3,2040-2059,28.05097
3,2060-2079,28.803803
3,2080-2099,29.604784812500004
4,2020-2039,27.5908379375
4,2040-2059,28.252226562500006
4,2060-2079,29.024304937500002
4,2080-2099,29.8077108125
5,2020-2039,27.8119353125
5,2040-2059,28.4633685625
5,2060-2079,29.250988875
5,2080-2099,30.026306750000003
6,2020-2039,28.021598937500002
6,2040-2059,28.637915312500002
6,2060-2079,29.425691687500002
6,2080-2099,30.1869979375
7,2020-2039,28.1496525
7,2040-2059,28.750235874999998
7,2060-2079,29.529163374999996
7,2080-2099,30.274622062499997
8,2020-2039,28.238669562500004
8,2040-2059,28.874623750000005
8,2060-2079,29.60393775
8,2080-2099,30.380612687499998
9,2020-2039,28.3095220625
9,2040-2059,28.9439909375
9,2060-2079,29.6667655
9,2080-2099,30.472039374999994
10,2020-2039,28.297745687499997
10,2040-2059,28.931217562499995
10,2060-2079,29.654723750000002
10,2080-2099,30.4450915
11,2020-2039,28.1835561875
11,2040-2059,28.8187093125
11,2060-2079,29.576067187499998
11,2080-2099,30.318717000000003
12,2020-2039,27.91767825
12,2040-2059,28.567069749999998
12,2060-2079,29.329514187499996
12,2080-2099,30.0947645
