Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,1.8235585740625
1,2040-2059,2.68374019375
1,2060-2079,3.7795896062500005
1,2080-2099,4.40622788125
2,2020-2039,2.29898270625
2,2040-2059,3.01912508375
2,2060-2079,3.8952783
2,2080-2099,4.8493184
3,2020-2039,4.35553236875
3,2040-2059,5.0745068
3,2060-2079,5.762305906249999
3,2080-2099,6.8515455
4,2020-2039,7.855631389375
4,2040-2059,8.661485095625
4,2060-2079,9.50884873125
4,2080-2099,10.3715526
5,2020-2039,12.177412125
5,2040-2059,13.2043268125
5,2060-2079,14.072041124999997
5,2080-2099,15.139912181249999
6,2020-2039,16.86468959375
6,2040-2059,17.9199919375
6,2060-2079,19.107453624999998
6,2080-2099,20.512515187499996
7,2020-2039,19.820890375
7,2040-2059,21.095088375000003
7,2060-2079,22.500731562500004
7,2080-2099,24.199469124999997
8,2020-2039,19.326604375000002
8,2040-2059,20.585633
8,2060-2079,22.1423448125
8,2080-2099,23.794580874999998
9,2020-2039,15.078491062500001
9,2040-2059,16.185035875
9,2060-2079,17.48978428125
9,2080-2099,19.054600125
10,2020-2039,10.12626399375
10,2040-2059,11.038693737499997
10,2060-2079,12.052912256249998
10,2080-2099,13.2254260625
11,2020-2039,6.161353881250001
11,2040-2059,6.7913754187499995
11,2060-2079,7.66754711875
11,2080-2099,8.72740991875
12,2020-2039,3.46138894375
12,2040-2059,4.009440887499999
12,2060-2079,4.9868837625
12,2080-2099,5.757429993749999
