Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,-8.518827774999998
1,2040-2059,-7.1759158874999995
1,2060-2079,-5.35554918
1,2080-2099,-3.7103107937499997
2,2020-2039,-7.4712140937500005
2,2040-2059,-6.2881571437499995
2,2060-2079,-4.519901386875
2,2080-2099,-2.8662351218749995
3,2020-2039,-2.6613135946875004
3,2040-2059,-1.2992769518749998
3,2060-2079,0.10036043125000012
3,2080-2099,1.46631657
4,2020-2039,4.418875368750001
4,2040-2059,5.2652586687500005
4,2060-2079,6.591449525
4,2080-2099,7.607809557500001
5,2020-2039,11.583798575
5,2040-2059,12.51166010625
5,2060-2079,13.486922499999999
5,2080-2099,14.6559103125
6,2020-2039,17.66530903125
6,2040-2059,18.621230937500002
6,2060-2079,19.868214000000002
6,2080-2099,20.996529062500002
7,2020-2039,20.307467312500002
7,2040-2059,21.462627562500003
7,2060-2079,22.950938062500004
7,2080-2099,24.2455180625
8,2020-2039,18.175920125
8,2040-2059,19.353208125
8,2060-2079,20.7916431875
8,2080-2099,22.315126875
9,2020-2039,11.829166281249996
9,2040-2059,12.874052187499998
9,2060-2079,14.256986375000002
9,2080-2099,15.653422999999998
10,2020-2039,4.58136099375
10,2040-2059,5.68806664375
10,2060-2079,6.676611573750001
10,2080-2099,8.134251312499998
11,2020-2039,-1.0502635650000003
11,2040-2059,0.008496799125000024
11,2060-2079,1.1203120079
11,2080-2099,2.4336890262499997
12,2020-2039,-5.615373924999999
12,2040-2059,-4.5672368925
12,2060-2079,-2.9809615187499996
12,2080-2099,-1.3596892803124998
