Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,20.0127755
1,2040-2059,20.961633375
1,2060-2079,22.084474562500002
1,2080-2099,23.232278124999997
2,2020-2039,21.5920480625
2,2040-2059,22.566964875000004
2,2060-2079,23.732582062499993
2,2080-2099,24.769313625
3,2020-2039,23.720856875
3,2040-2059,24.762486375
3,2060-2079,25.887831500000004
3,2080-2099,26.897772812500005
4,2020-2039,25.360383875
4,2040-2059,26.269302624999998
4,2060-2079,27.406054562500007
4,2080-2099,28.437306375
5,2020-2039,26.1762040625
5,2040-2059,27.033834687500004
5,2060-2079,28.141379937500005
5,2080-2099,29.120671562500004
6,2020-2039,26.2226356875
6,2040-2059,27.0302096875
6,2060-2079,28.119960875000004
6,2080-2099,29.05914075
7,2020-2039,25.8376284375
7,2040-2059,26.5943216875
7,2060-2079,27.611790562500005
7,2080-2099,28.5447159375
8,2020-2039,25.5549659375
8,2040-2059,26.3058198125
8,2060-2079,27.235681874999994
8,2080-2099,28.099224375
9,2020-2039,25.726565624999992
9,2040-2059,26.4443861875
9,2060-2079,27.385537062500006
9,2080-2099,28.2561685
10,2020-2039,25.42343825
10,2040-2059,26.296641687499996
10,2060-2079,27.375968937499998
10,2080-2099,28.377102562500003
11,2020-2039,22.963777687499995
11,2040-2059,23.906271625000002
11,2060-2079,25.11836975
11,2080-2099,26.379669187500003
12,2020-2039,20.429198000000003
12,2040-2059,21.4670165625
12,2060-2079,22.648265812499996
12,2080-2099,23.719091687500004
