Month,Year,Monthly Min-Temperature - (Celsius)
1,2020-2039,6.973817166875
1,2040-2059,7.68931383125
1,2060-2079,8.641084937500002
1,2080-2099,9.315859125000001
2,2020-2039,7.005424779375001
2,2040-2059,7.65244955
2,2060-2079,8.48331656875
2,2080-2099,9.450715749999999
3,2020-2039,8.134606375
3,2040-2059,8.83931018125
3,2060-2079,9.555805287499998
3,2080-2099,10.44396478125
4,2020-2039,10.3660121875
4,2040-2059,11.064437524999999
4,2060-2079,11.83063940625
4,2080-2099,12.737482031250002
5,2020-2039,13.724540906250002
5,2040-2059,14.48625746875
5,2060-2079,15.455039124999999
5,2080-2099,16.425089250000003
6,2020-2039,17.874609687499998
6,2040-2059,18.8350501875
6,2060-2079,19.981188937499997
6,2080-2099,21.151062749999998
7,2020-2039,20.921180687499998
7,2040-2059,22.121390625
7,2060-2079,23.2962926875
7,2080-2099,24.7295718125
8,2020-2039,21.034582125
8,2040-2059,22.089150125
8,2060-2079,23.390534
8,2080-2099,24.978408875
9,2020-2039,18.0351573125
9,2040-2059,18.9098166875
9,2060-2079,20.2343084375
9,2080-2099,21.511312562500002
10,2020-2039,14.17063528125
10,2040-2059,14.923308874999998
10,2060-2079,15.9703005
10,2080-2099,16.9183913125
11,2020-2039,10.70018290625
11,2040-2059,11.31449125
11,2060-2079,12.337880412499999
11,2080-2099,13.278142687500003
12,2020-2039,8.2973900625
12,2040-2059,8.94680620625
12,2060-2079,9.84013709375
12,2080-2099,10.635823562499999
