Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,4.70337940625
1,2040-2059,5.090558075
1,2060-2079,5.041765181249999
1,2080-2099,4.933466475
2,2020-2039,5.498290362500001
2,2040-2059,5.73500245
2,2060-2079,5.75537851875
2,2080-2099,5.6297989500000005
3,2020-2039,8.1336575875
3,2040-2059,8.46147838125
3,2060-2079,8.41520175625
3,2080-2099,8.349441875
4,2020-2039,12.272006218750004
4,2040-2059,12.569617500000001
4,2060-2079,12.572323968749998
4,2080-2099,12.453279312500003
5,2020-2039,17.073296968749997
5,2040-2059,17.4448059375
5,2060-2079,17.48590625
5,2080-2099,17.378004437500003
6,2020-2039,22.038814499999997
6,2040-2059,22.374693062499993
6,2060-2079,22.2016455625
6,2080-2099,22.2940274375
7,2020-2039,25.243988375
7,2040-2059,25.577656875000002
7,2060-2079,25.501397
7,2080-2099,25.440660437500004
8,2020-2039,24.666191562499996
8,2040-2059,25.0527099375
8,2060-2079,25.08767825
8,2080-2099,25.000241062500002
9,2020-2039,19.7929758125
9,2040-2059,20.284869
9,2060-2079,20.211988437499997
9,2080-2099,20.02730825
10,2020-2039,14.0106140625
10,2040-2059,14.158338343749998
10,2060-2079,14.16510875
10,2080-2099,14.1748528125
11,2020-2039,9.200769099999999
11,2040-2059,9.3994961375
11,2060-2079,9.405524093750001
11,2080-2099,9.519589643750002
12,2020-2039,6.110607212500001
12,2040-2059,6.3364738875
12,2060-2079,6.285307437499999
12,2080-2099,6.338091875000001
