Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,25.741975437500002
1,2040-2059,26.049861374999995
1,2060-2079,25.965987500000004
1,2080-2099,25.9329223125
2,2020-2039,27.5881796875
2,2040-2059,27.8360101875
2,2060-2079,27.881191187499997
2,2080-2099,27.897072625
3,2020-2039,29.37186225
3,2040-2059,29.654158374999998
3,2060-2079,29.700221874999997
3,2080-2099,29.65507125
4,2020-2039,29.375799687500002
4,2040-2059,29.660642875
4,2060-2079,29.704170249999997
4,2080-2099,29.653634562500002
5,2020-2039,28.302103062500002
5,2040-2059,28.570212125
5,2060-2079,28.691049312500002
5,2080-2099,28.619349749999998
6,2020-2039,27.461830250000006
6,2040-2059,27.6520795
6,2060-2079,27.700497625000004
6,2080-2099,27.6810600625
7,2020-2039,26.610335250000006
7,2040-2059,26.852659625
7,2060-2079,26.8758305
7,2080-2099,26.910106562500005
8,2020-2039,26.071383812500002
8,2040-2059,26.3048341875
8,2060-2079,26.303085125000003
8,2080-2099,26.365846249999997
9,2020-2039,26.3368266875
9,2040-2059,26.535701625
9,2060-2079,26.6017016875
9,2080-2099,26.574491249999998
10,2020-2039,26.797821312499998
10,2040-2059,27.051788687500004
10,2060-2079,27.0576456875
10,2080-2099,27.068322437499997
11,2020-2039,26.405992375
11,2040-2059,26.632076687500007
11,2060-2079,26.5871298125
11,2080-2099,26.625380812499994
12,2020-2039,25.272403000000004
12,2040-2059,25.489950375
12,2060-2079,25.496851687500005
12,2080-2099,25.534961875
