Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,1.3759447159374996
1,2040-2059,1.7473107925
1,2060-2079,1.655684185875
1,2080-2099,1.618334421875
2,2020-2039,2.2740330668750004
2,2040-2059,2.3904999443749997
2,2060-2079,2.335595825
2,2080-2099,2.2998908893750003
3,2020-2039,4.67316921875
3,2040-2059,4.8550884
3,2060-2079,4.851669868749999
3,2080-2099,4.79017966875
4,2020-2039,8.4753784875
4,2040-2059,8.876450625
4,2060-2079,8.78595890625
4,2080-2099,8.752735393750001
5,2020-2039,13.085106718750001
5,2040-2059,13.415990593749997
5,2060-2079,13.436521125000002
5,2080-2099,13.332740531250002
6,2020-2039,17.543186125000002
6,2040-2059,17.794447249999997
6,2060-2079,17.675075375
6,2080-2099,17.537963249999997
7,2020-2039,19.755791874999996
7,2040-2059,20.128894625
7,2060-2079,20.0452878125
7,2080-2099,19.9538940625
8,2020-2039,18.89088625
8,2040-2059,19.2150095625
8,2060-2079,19.285934875
8,2080-2099,19.0859431875
9,2020-2039,14.738604375
9,2040-2059,15.15762775
9,2060-2079,15.1329506875
9,2080-2099,14.877896625
10,2020-2039,9.914633375000001
10,2040-2059,10.000733156249998
10,2060-2079,10.1192300625
10,2080-2099,9.97935574375
11,2020-2039,5.64787229375
11,2040-2059,5.7080491687500015
11,2060-2079,5.832865643750001
11,2080-2099,5.7493506125
12,2020-2039,2.7493495418750005
12,2040-2059,2.7422544428749998
12,2060-2079,2.818525879375
12,2080-2099,2.7750000275
