Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,4.94212790375
1,2040-2059,5.3216624999999995
1,2060-2079,5.22285895625
1,2080-2099,5.12203539
2,2020-2039,6.764050356249999
2,2040-2059,7.143304343750001
2,2060-2079,6.96651484375
2,2080-2099,6.94329939375
3,2020-2039,11.172183375
3,2040-2059,11.389846625
3,2060-2079,11.407304218750001
3,2080-2099,11.16870196875
4,2020-2039,16.9754385
4,2040-2059,17.270403687500004
4,2060-2079,17.1621635
4,2080-2099,17.108414124999996
5,2020-2039,23.318868374999994
5,2040-2059,23.705550875000004
5,2060-2079,23.662469625000004
5,2080-2099,23.66169175
6,2020-2039,29.073613937500003
6,2040-2059,29.3167389375
6,2060-2079,29.290876875
6,2080-2099,29.183361875
7,2020-2039,31.463058375
7,2040-2059,31.936636187499996
7,2060-2079,31.712896375
7,2080-2099,31.682314999999996
8,2020-2039,29.709656937500004
8,2040-2059,29.913185187499998
8,2060-2079,30.0526418125
8,2080-2099,29.782051312499995
9,2020-2039,23.9177034375
9,2040-2059,24.235923999999997
9,2060-2079,24.205914687499995
9,2080-2099,24.276530125
10,2020-2039,16.7742693125
10,2040-2059,17.1118460625
10,2060-2079,16.899948312499998
10,2080-2099,17.027030218749996
11,2020-2039,10.366923718750002
11,2040-2059,10.47323715625
11,2060-2079,10.281901062500001
11,2080-2099,10.601065374999997
12,2020-2039,6.0449412562500004
12,2040-2059,6.4354779375
12,2060-2079,6.3663657375
12,2080-2099,6.3455008375
