Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,15.645334562500002
1,2040-2059,15.877840343749998
1,2060-2079,15.91862071875
1,2080-2099,15.923891375
2,2020-2039,15.775793812500002
2,2040-2059,15.980693375000001
2,2060-2079,16.032610124999998
2,2080-2099,16.0568709375
3,2020-2039,14.3525179375
3,2040-2059,14.577386875000004
3,2060-2079,14.6606090625
3,2080-2099,14.615751062499998
4,2020-2039,11.540485843750002
4,2040-2059,11.687648249999999
4,2060-2079,11.771244375
4,2080-2099,11.772946187499999
5,2020-2039,8.5845652125
5,2040-2059,8.8262903875
5,2060-2079,8.91923048125
5,2080-2099,8.83488863125
6,2020-2039,6.676284656250001
6,2040-2059,6.813172962500002
6,2060-2079,6.901170650000001
6,2080-2099,6.86777628125
7,2020-2039,5.920692256250001
7,2040-2059,6.156384562500001
7,2060-2079,6.241498393749999
7,2080-2099,6.2614439
8,2020-2039,6.657451368749999
8,2040-2059,6.855842143749998
8,2060-2079,6.985693706249999
8,2080-2099,6.894458312500001
9,2020-2039,8.1061650875
9,2040-2059,8.394311581250001
9,2060-2079,8.4174158625
9,2080-2099,8.39111890625
10,2020-2039,10.21129503125
10,2040-2059,10.3347131875
10,2060-2079,10.3609803125
10,2080-2099,10.29661466875
11,2020-2039,12.381774
11,2040-2059,12.554407718750001
11,2060-2079,12.5558838125
11,2080-2099,12.526381375000001
12,2020-2039,14.430770656249999
12,2040-2059,14.601097
12,2060-2079,14.631126937500001
12,2080-2099,14.664352843749999
