Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,21.133876562500003
1,2040-2059,21.407698874999998
1,2060-2079,21.384345312500002
1,2080-2099,21.341311750000003
2,2020-2039,22.633901687500003
2,2040-2059,22.947135062500003
2,2060-2079,22.9604331875
2,2080-2099,22.807203375000004
3,2020-2039,25.399917875
3,2040-2059,25.593654312500004
3,2060-2079,25.693856375
3,2080-2099,25.5337494375
4,2020-2039,27.998894062500003
4,2040-2059,28.21914425
4,2060-2079,28.29371125
4,2080-2099,28.090282000000002
5,2020-2039,29.836735937500002
5,2040-2059,30.157153437500003
5,2060-2079,30.245602437499997
5,2080-2099,30.065423625
6,2020-2039,30.804166375
6,2040-2059,31.192535750000005
6,2060-2079,31.133284187500003
6,2080-2099,31.119515562500002
7,2020-2039,29.639227187499998
7,2040-2059,29.987956125000004
7,2060-2079,29.9263664375
7,2080-2099,29.967076500000005
8,2020-2039,28.85601025
8,2040-2059,29.105922125
8,2060-2079,29.098110562499997
8,2080-2099,29.1585849375
9,2020-2039,28.632702062499998
9,2040-2059,28.8230635
9,2060-2079,28.9601365
9,2080-2099,28.8070708125
10,2020-2039,26.646444062500002
10,2040-2059,26.9804714375
10,2060-2079,26.8826609375
10,2080-2099,26.809797187500003
11,2020-2039,23.772634687500002
11,2040-2059,24.028174562500006
11,2060-2079,24.045497187500004
11,2080-2099,23.9379935625
12,2020-2039,21.6506999375
12,2040-2059,21.896899999999995
12,2060-2079,21.934956937499997
12,2080-2099,21.81035325
