Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,26.4826255625
1,2040-2059,26.648241875
1,2060-2079,26.669413312499998
1,2080-2099,26.685003
2,2020-2039,26.788380000000004
2,2040-2059,26.962359125000003
2,2060-2079,26.982151249999998
2,2080-2099,27.029160812500002
3,2020-2039,27.835252625000003
3,2040-2059,28.013383875000002
3,2060-2079,28.029937937499998
3,2080-2099,28.071037625
4,2020-2039,28.919284937500002
4,2040-2059,29.080669687499995
4,2060-2079,29.1457316875
4,2080-2099,29.126974875000002
5,2020-2039,28.90787925
5,2040-2059,29.070637312500004
5,2060-2079,29.1398708125
5,2080-2099,29.1402568125
6,2020-2039,28.116800187500004
6,2040-2059,28.294096437500002
6,2060-2079,28.3558958125
6,2080-2099,28.3450138125
7,2020-2039,27.5176390625
7,2040-2059,27.724063812500003
7,2060-2079,27.7516511875
7,2080-2099,27.7431885625
8,2020-2039,27.3817830625
8,2040-2059,27.5816596875
8,2060-2079,27.572204250000006
8,2080-2099,27.564764375000003
9,2020-2039,27.373448374999995
9,2040-2059,27.567183187500003
9,2060-2079,27.592751875
9,2080-2099,27.5958333125
10,2020-2039,27.387670125
10,2040-2059,27.5935609375
10,2060-2079,27.607191625
10,2080-2099,27.583303312499996
11,2020-2039,27.2477233125
11,2040-2059,27.424936062500002
11,2060-2079,27.4346461875
11,2080-2099,27.455283937500006
12,2020-2039,26.770477687499998
12,2040-2059,26.947784437500005
12,2060-2079,26.95905975
12,2080-2099,26.9857125625
