Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-16.36032253125
1,2040-2059,-15.79329821875
1,2060-2079,-15.863474687499998
1,2080-2099,-16.03761534375
2,2020-2039,-13.3190971875
2,2040-2059,-13.02652253125
2,2060-2079,-13.363550593749997
2,2080-2099,-13.410679312499997
3,2020-2039,-6.28075195625
3,2040-2059,-6.2982603
3,2060-2079,-6.245821112500001
3,2080-2099,-6.437302075
4,2020-2039,2.2822433062499994
4,2040-2059,2.63752051875
4,2060-2079,2.4262711662500003
4,2080-2099,2.32623928125
5,2020-2039,10.7197130625
5,2040-2059,11.01563065625
5,2060-2079,10.953774875
5,2080-2099,10.8628465625
6,2020-2039,17.312601937500002
6,2040-2059,17.634965656250003
6,2060-2079,17.546728374999997
6,2080-2099,17.565423
7,2020-2039,20.518618687499995
7,2040-2059,20.840643625000002
7,2060-2079,20.855003312500003
7,2080-2099,20.817999124999996
8,2020-2039,18.090611125000002
8,2040-2059,18.522063562499998
8,2060-2079,18.521700250000002
8,2080-2099,18.3954765625
9,2020-2039,10.77067153125
9,2040-2059,11.232914125
9,2060-2079,11.191654718749998
9,2080-2099,11.09608765625
10,2020-2039,2.2285619256249998
10,2040-2059,2.3377671612500004
10,2060-2079,2.4612634874999997
10,2080-2099,2.3106399431250004
11,2020-2039,-6.68071100625
11,2040-2059,-6.5214919062500005
11,2060-2079,-6.5408806437500004
11,2080-2099,-6.69029420625
12,2020-2039,-13.849693687499997
12,2040-2059,-13.3145714375
12,2060-2079,-13.384576250000002
12,2080-2099,-13.595492499999999
