Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,26.326486937499997
1,2040-2059,26.734617749999998
1,2060-2079,27.211689624999995
1,2080-2099,27.711919625
2,2020-2039,26.270587750000004
2,2040-2059,26.6063301875
2,2060-2079,27.1221369375
2,2080-2099,27.577091375000002
3,2020-2039,25.9115715
3,2040-2059,26.302974062499995
3,2060-2079,26.755480624999997
3,2080-2099,27.225641437500002
4,2020-2039,24.942283437500002
4,2040-2059,25.341410062500003
4,2060-2079,25.830624625000002
4,2080-2099,26.352181249999997
5,2020-2039,23.083010312499997
5,2040-2059,23.5498418125
5,2060-2079,24.026370687500002
5,2080-2099,24.549402500000003
6,2020-2039,21.271331625
6,2040-2059,21.708549499999997
6,2060-2079,22.211040562500003
6,2080-2099,22.725073125
7,2020-2039,20.545880812499995
7,2040-2059,20.965895875000005
7,2060-2079,21.431462937499997
7,2080-2099,21.947571125
8,2020-2039,21.061813625
8,2040-2059,21.51184075
8,2060-2079,21.968494749999998
8,2080-2099,22.418438937499996
9,2020-2039,22.671860625
9,2040-2059,23.044387562500003
9,2060-2079,23.498026125000003
9,2080-2099,24.014639000000003
10,2020-2039,24.5287308125
10,2040-2059,25.055495812500002
10,2060-2079,25.496633562499998
10,2080-2099,26.093673562500005
11,2020-2039,25.74782375
11,2040-2059,26.179419062500003
11,2060-2079,26.737576875
11,2080-2099,27.337816750000005
12,2020-2039,26.201543750000003
12,2040-2059,26.677568624999996
12,2060-2079,27.148418437500002
12,2080-2099,27.707408375
