Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,18.099000750000002
1,2040-2059,18.3832596875
1,2060-2079,18.919421562500002
1,2080-2099,19.595809937499997
2,2020-2039,20.094988687499995
2,2040-2059,20.387122374999997
2,2060-2079,20.764126562500003
2,2080-2099,21.3021224375
3,2020-2039,23.182156875
3,2040-2059,23.5202894375
3,2060-2079,23.975552249999996
3,2080-2099,24.536034562499996
4,2020-2039,26.2654446875
4,2040-2059,26.723393625
4,2060-2079,27.227674874999998
4,2080-2099,27.8006695
5,2020-2039,27.4938535625
5,2040-2059,28.009535250000003
5,2060-2079,28.542427187499996
5,2080-2099,29.105111249999997
6,2020-2039,27.116639062500003
6,2040-2059,27.522830499999998
6,2060-2079,28.1576733125
6,2080-2099,28.7453480625
7,2020-2039,26.755582750000002
7,2040-2059,27.139349874999997
7,2060-2079,27.570771
7,2080-2099,28.095590187499997
8,2020-2039,26.48629775
8,2040-2059,26.904639249999995
8,2060-2079,27.316387250000005
8,2080-2099,27.84803675
9,2020-2039,25.573766
9,2040-2059,25.996727
9,2060-2079,26.451407062500003
9,2080-2099,26.982130875
10,2020-2039,23.831269874999997
10,2040-2059,24.194176874999997
10,2060-2079,24.733591750000002
10,2080-2099,25.315959125
11,2020-2039,21.254002562500002
11,2040-2059,21.678944375
11,2060-2079,22.145494375
11,2080-2099,22.6368019375
12,2020-2039,18.744360374999996
12,2040-2059,19.0540274375
12,2060-2079,19.565625812500002
12,2080-2099,20.184984187500003
