Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,26.3995304375
1,2040-2059,26.865521375000004
1,2060-2079,27.383143375000003
1,2080-2099,27.974835312499998
2,2020-2039,26.4707209375
2,2040-2059,26.921993375
2,2060-2079,27.431500749999998
2,2080-2099,27.968867625
3,2020-2039,26.332020375000003
3,2040-2059,26.810132250000002
3,2060-2079,27.303844749999996
3,2080-2099,27.833081624999995
4,2020-2039,25.7337175625
4,2040-2059,26.214015500000006
4,2060-2079,26.7059898125
4,2080-2099,27.275743875
5,2020-2039,24.701810937500003
5,2040-2059,25.256226937500003
5,2060-2079,25.81522225
5,2080-2099,26.382987375000003
6,2020-2039,23.78951825
6,2040-2059,24.325317375
6,2060-2079,24.950037249999994
6,2080-2099,25.560209875000005
7,2020-2039,24.065306625
7,2040-2059,24.5472646875
7,2060-2079,25.1634654375
7,2080-2099,25.781419875
8,2020-2039,25.428427687499997
8,2040-2059,25.98402
8,2060-2079,26.6414509375
8,2080-2099,27.275446937499996
9,2020-2039,27.1526435
9,2040-2059,27.8242711875
9,2060-2079,28.442949437499998
9,2080-2099,29.14344475
10,2020-2039,28.014701312499998
10,2040-2059,28.557810312500003
10,2060-2079,29.257071500000002
10,2080-2099,30.030000875000002
11,2020-2039,27.3989226875
11,2040-2059,28.0119566875
11,2060-2079,28.66992393749999
11,2080-2099,29.347882562499993
12,2020-2039,26.600853312500004
12,2040-2059,27.087482
12,2060-2079,27.675242750000002
12,2080-2099,28.259652875
