Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,2.2686083749999995
1,2040-2059,2.7668389625
1,2060-2079,3.2210915593749996
1,2080-2099,3.6373972266249996
2,2020-2039,2.7037030812500005
2,2040-2059,3.338475924
2,2060-2079,3.719399273125
2,2080-2099,4.07642555625
3,2020-2039,4.8432292375
3,2040-2059,5.4573791375
3,2060-2079,5.82027904375
3,2080-2099,6.2340506375
4,2020-2039,8.46036264375
4,2040-2059,9.080473181250001
4,2060-2079,9.258572000000001
4,2080-2099,9.9471527375
5,2020-2039,12.926346312500002
5,2040-2059,13.370688437499998
5,2060-2079,13.925805374999998
5,2080-2099,14.501901031249997
6,2020-2039,17.1586475625
6,2040-2059,17.5899081875
6,2060-2079,18.1171825625
6,2080-2099,18.798028375
7,2020-2039,19.02713775
7,2040-2059,19.751334437500002
7,2060-2079,20.338918312500002
7,2080-2099,21.3039945
8,2020-2039,17.9041739375
8,2040-2059,18.692322875
8,2060-2079,19.387916750000002
8,2080-2099,20.3118248125
9,2020-2039,14.325490843750002
9,2040-2059,15.1195825
9,2060-2079,15.646711374999999
9,2080-2099,16.4411378125
10,2020-2039,9.917013512499999
10,2040-2059,10.413952406249999
10,2060-2079,10.7613179375
10,2080-2099,11.425664843749997
11,2020-2039,5.828551324999999
11,2040-2059,6.343325956250001
11,2060-2079,6.590136606249998
11,2080-2099,7.336951731250001
12,2020-2039,3.2786720812500003
12,2040-2059,3.98580048125
12,2060-2079,4.253713775
12,2080-2099,5.012488068750001
