Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,-11.15951188125
1,2040-2059,-9.771111431249999
1,2060-2079,-8.916100174999999
1,2080-2099,-7.904881358750001
2,2020-2039,-10.282243106250004
2,2040-2059,-9.336042812499999
2,2060-2079,-8.6233547875
2,2080-2099,-7.64821045
3,2020-2039,-5.7255949875
3,2040-2059,-5.20699145
3,2060-2079,-4.36405344375
3,2080-2099,-3.8913569356249997
4,2020-2039,0.3249511176875
4,2040-2059,1.0048098755
4,2060-2079,1.6261245831250002
4,2080-2099,2.3182176166875
5,2020-2039,7.849581306250001
5,2040-2059,8.38116439375
5,2060-2079,9.027848875
5,2080-2099,9.54329099375
6,2020-2039,13.765514843750001
6,2040-2059,14.3493270625
6,2060-2079,14.912953187499998
6,2080-2099,15.61824759375
7,2020-2039,15.9928710625
7,2040-2059,16.662497000000002
7,2060-2079,17.2909569375
7,2080-2099,17.92849628125
8,2020-2039,13.6600913125
8,2040-2059,14.281424343749999
8,2060-2079,14.916740375000002
8,2080-2099,15.657254187500003
9,2020-2039,8.5431197125
9,2040-2059,9.201257762500001
9,2060-2079,9.614914387499999
9,2080-2099,10.377054675
10,2020-2039,3.15299410625
10,2040-2059,3.3996485375
10,2060-2079,4.12557176875
10,2080-2099,4.826666149999999
11,2020-2039,-2.988325803125001
11,2040-2059,-2.272200425
11,2060-2079,-1.3699941668749998
11,2080-2099,-0.7115811771875
12,2020-2039,-7.935224118749999
12,2040-2059,-6.889460424999999
12,2060-2079,-6.424427181250001
12,2080-2099,-5.077541565625
