Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,9.053284974999999
1,2040-2059,9.347613806250001
1,2060-2079,9.749465562500001
1,2080-2099,10.18902340625
2,2020-2039,9.6568471875
2,2040-2059,10.159580350000002
2,2060-2079,10.52990996875
2,2080-2099,10.965518750000001
3,2020-2039,11.25420734375
3,2040-2059,11.804049749999997
3,2060-2079,12.129977937499998
3,2080-2099,12.6661388125
4,2020-2039,13.438174312500001
4,2040-2059,14.080022906249999
4,2060-2079,14.349500687499999
4,2080-2099,15.10084784375
5,2020-2039,16.6538534375
5,2040-2059,17.3346558125
5,2060-2079,17.89431275
5,2080-2099,18.804544500000002
6,2020-2039,20.971926937499997
6,2040-2059,21.529332625000002
6,2060-2079,22.120363875000002
6,2080-2099,23.122142312500003
7,2020-2039,24.229114875
7,2040-2059,24.9422301875
7,2060-2079,25.6515004375
7,2080-2099,26.67939575
8,2020-2039,24.194079312500005
8,2040-2059,24.8223905625
8,2060-2079,25.647669375
8,2080-2099,26.551301375
9,2020-2039,20.7920079375
9,2040-2059,21.494781625
9,2060-2079,22.191328624999997
9,2080-2099,22.946474624999997
10,2020-2039,16.120575437499998
10,2040-2059,16.6840225625
10,2060-2079,17.162438
10,2080-2099,17.807708875
11,2020-2039,12.190700468750002
11,2040-2059,12.617486593750002
11,2060-2079,12.982811124999998
11,2080-2099,13.660904312500001
12,2020-2039,9.795308243750002
12,2040-2059,10.179379649999998
12,2060-2079,10.654379375
12,2080-2099,11.136049718750002
