Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,9.156392750000002
1,2040-2059,9.69150075625
1,2060-2079,10.011901499999999
1,2080-2099,10.435983562500002
2,2020-2039,9.321924525
2,2040-2059,9.811998331249999
2,2060-2079,10.311732437499998
2,2080-2099,10.5611515625
3,2020-2039,10.836209812500002
3,2040-2059,11.404630062499997
3,2060-2079,11.9059426875
3,2080-2099,12.2852216875
4,2020-2039,13.675368937499996
4,2040-2059,14.36388490625
4,2060-2079,14.652551843750004
4,2080-2099,15.3149830625
5,2020-2039,17.571166874999996
5,2040-2059,18.071310187500004
5,2060-2079,18.7062950625
5,2080-2099,19.520626000000004
6,2020-2039,22.219447437499998
6,2040-2059,22.8297910625
6,2060-2079,23.515374187499997
6,2080-2099,24.275886124999996
7,2020-2039,25.584633999999998
7,2040-2059,26.294317875
7,2060-2079,27.0441905
7,2080-2099,27.937619875000003
8,2020-2039,25.569548874999995
8,2040-2059,26.266905062499994
8,2060-2079,27.1368725625
8,2080-2099,28.0749251875
9,2020-2039,21.75030575
9,2040-2059,22.399204499999996
9,2060-2079,23.162757687499997
9,2080-2099,23.965699875000002
10,2020-2039,17.000754125
10,2040-2059,17.628148249999995
10,2060-2079,18.059934499999997
10,2080-2099,18.834155499999998
11,2020-2039,13.1407151875
11,2040-2059,13.52995140625
11,2060-2079,13.960192375000002
11,2080-2099,14.695925500000001
12,2020-2039,10.356365481249998
12,2040-2059,10.922522812499999
12,2060-2079,11.331796624999999
12,2080-2099,11.9421203125
