Month,Year,Monthly Temperature - (Celsius)
1,2020-2039,29.600013562500003
1,2040-2059,30.1931194375
1,2060-2079,30.610795375000002
1,2080-2099,31.499961999999996
2,2020-2039,29.404623437499996
2,2040-2059,29.842083000000002
2,2060-2079,30.3229066875
2,2080-2099,30.975455625000002
3,2020-2039,27.9978074375
3,2040-2059,28.508149875
3,2060-2079,29.011153375
3,2080-2099,29.534634499999992
4,2020-2039,25.580282312500003
4,2040-2059,25.925004937500002
4,2060-2079,26.4822969375
4,2080-2099,27.2136953125
5,2020-2039,22.370461062500002
5,2040-2059,22.995309125000002
5,2060-2079,23.5047455
5,2080-2099,23.991522
6,2020-2039,19.847457375
6,2040-2059,20.368052812500004
6,2060-2079,20.831207875
6,2080-2099,21.486917000000002
7,2020-2039,19.893631125000002
7,2040-2059,20.1752581875
7,2060-2079,20.738673374999998
7,2080-2099,21.342605312500005
8,2020-2039,22.222193625
8,2040-2059,22.5312720625
8,2060-2079,23.163417312500002
8,2080-2099,23.880440375000003
9,2020-2039,24.9231295
9,2040-2059,25.507505249999994
9,2060-2079,25.957086687500002
9,2080-2099,26.859082
10,2020-2039,27.048352750000003
10,2040-2059,27.69058825
10,2060-2079,28.1340861875
10,2080-2099,29.009371624999996
11,2020-2039,28.412734000000004
11,2040-2059,28.992090687500003
11,2060-2079,29.524816499999996
11,2080-2099,30.257480937499995
12,2020-2039,29.097058875
12,2040-2059,29.735988249999995
12,2060-2079,30.200307249999998
12,2080-2099,30.83125
